cliente;prodotto;giorno;quantity
C001550;M000486;28/02/2024;2604,57
C000857;M000139;11/03/2024;915,05
C000985;M000486;28/03/2024;9486,36
C001676;M000400;02/02/2024;201,88
C001032;M000062;21/02/2023;6512,15
C000125;M000150;06/01/2023;9396,88
C000166;M000076;13/02/2023;7163,34
C000004;M000295;14/01/2024;4753,12
C000426;M000103;29/01/2024;2809,49
C000362;M000229;18/03/2024;4288,26
C001777;M000305;24/02/2023;8262,05
C000168;M000033;11/03/2023;4139,72
C000255;M000401;01/01/2024;2502,56
C000640;M000455;20/01/2023;1728,12
C000366;M000211;08/01/2023;4848,2
C000520;M000442;17/03/2024;2560,47
C001302;M000323;20/03/2023;5260,27
C001790;M000029;01/01/2024;6949,02
C000583;M000499;19/02/2024;6612,62
C001191;M000308;22/01/2024;3181,5
C001652;M000222;29/01/2023;8087,11
C001695;M000243;30/01/2024;8320,62
C000661;M000496;25/02/2023;8712,26
C000324;M000293;17/03/2023;7976,54
C000524;M000233;23/03/2024;8823,44
C001261;M000126;26/03/2023;592,73
C001979;M000469;31/01/2023;6555,32
C001529;M000472;03/01/2023;8425,56
C000194;M000320;17/01/2023;8203,37
C001352;M000130;07/01/2023;6686,41
C001925;M000084;13/01/2024;6484,87
C000710;M000393;15/03/2023;1595,41
C000708;M000182;04/01/2023;5674,17
C001025;M000138;03/01/2023;1835,08
C001278;M000356;01/01/2024;921,65
C001900;M000151;06/03/2024;7433,39
C001226;M000437;11/02/2023;1538,42
C000836;M000276;05/03/2024;7783,67
C000369;M000051;13/01/2023;1383,22
C000696;M000291;07/02/2024;9633,5
C001453;M000448;12/02/2023;828,66
C000716;M000213;23/02/2024;5638,32
C001556;M000440;15/03/2024;2919,74
C001256;M000432;14/02/2023;7915,4
C001260;M000487;13/03/2023;2968,64
C001900;M000485;19/01/2024;4916,02
C000900;M000212;22/02/2024;7500,3
C000827;M000325;17/03/2023;1272,14
C000243;M000403;10/03/2024;9542,72
C001970;M000310;14/03/2023;210,07
C000843;M000363;19/03/2023;5468,06
C000331;M000019;12/02/2024;4626,4
C000647;M000163;18/03/2023;1955,88
C000497;M000305;03/02/2024;6931,32
C001128;M000108;02/02/2023;2772,09
C001879;M000301;22/02/2023;1284,56
C000687;M000218;16/02/2023;6164,89
C001885;M000333;21/03/2023;8340,84
C000867;M000375;21/03/2023;4694,16
C000606;M000393;27/03/2024;8979,83
C000343;M000475;31/01/2024;1879,25
C000476;M000180;27/01/2023;9764,72
C000949;M000408;06/03/2024;5605,38
C001155;M000182;13/03/2023;3779,41
C000707;M000049;14/03/2023;7335,6
C001139;M000005;02/01/2024;6536,39
C001105;M000375;15/03/2023;5715,96
C001271;M000217;25/02/2023;507,0
C001377;M000094;04/02/2024;7179,78
C000495;M000456;15/02/2023;1686,63
C000554;M000039;08/01/2023;4686,6
C000454;M000389;19/02/2024;6470,63
C001380;M000277;07/03/2024;1458,88
C000629;M000174;19/02/2023;661,6
C000574;M000415;03/02/2023;6332,05
C000407;M000280;23/02/2023;1361,52
C000104;M000420;27/02/2023;1173,14
C000609;M000152;07/02/2023;8946,41
C000183;M000187;29/01/2023;2432,42
C000360;M000112;26/02/2024;1614,26
C000094;M000111;01/03/2024;3098,83
C002000;M000121;04/01/2024;7844,22
C000073;M000207;23/02/2023;7092,25
C001324;M000438;08/01/2023;9442,41
C000428;M000261;15/01/2024;1219,0
C000293;M000204;19/02/2024;4744,36
C001930;M000207;11/02/2023;4075,99
C000784;M000380;04/01/2023;7458,07
C001684;M000012;22/03/2024;7611,22
C001153;M000076;15/03/2023;9674,16
C001417;M000287;25/03/2024;6646,13
C000582;M000305;15/01/2024;9267,48
C000134;M000007;28/01/2023;7240,33
C001914;M000042;13/01/2024;4306,32
C001895;M000010;07/03/2023;5810,01
C001863;M000286;18/01/2023;4246,08
C000252;M000062;05/03/2023;147,12
C001088;M000029;11/01/2024;9968,49
C000330;M000339;22/02/2023;8113,21
C000272;M000039;23/02/2023;8911,41
C000355;M000338;20/01/2024;1594,7
C000201;M000440;03/02/2023;4602,94
C000686;M000118;21/02/2024;5126,55
C000666;M000064;22/03/2024;7871,59
C000287;M000460;07/03/2024;6579,43
C001096;M000202;21/03/2023;1102,59
C000801;M000430;15/01/2023;1877,07
C000283;M000344;19/01/2024;6925,9
C000070;M000268;14/02/2023;9020,59
C000586;M000373;04/03/2024;4992,88
C000969;M000014;17/01/2023;5700,65
C000334;M000438;17/02/2024;2962,82
C001970;M000299;20/02/2024;2038,71
C000387;M000244;08/01/2024;8415,33
C001772;M000017;23/02/2023;8060,43
C001979;M000298;10/01/2024;1415,9
C000318;M000432;29/01/2024;1013,74
C000497;M000265;12/03/2024;1916,03
C000555;M000180;08/02/2024;8865,03
C000074;M000138;28/02/2024;4496,24
C000443;M000256;05/01/2024;4962,11
C001927;M000035;02/03/2023;9265,07
C000081;M000091;07/03/2024;6627,9
C001290;M000377;24/03/2024;7676,75
C001360;M000317;07/01/2023;1779,54
C001726;M000277;22/01/2024;6216,46
C000330;M000061;20/01/2023;3060,51
C001140;M000339;26/02/2023;8545,75
C000835;M000210;04/03/2023;1560,58
C001754;M000385;03/01/2023;6154,73
C001127;M000338;13/03/2023;3861,44
C000076;M000466;31/03/2023;9985,3
C001195;M000168;23/02/2023;1276,49
C001538;M000064;14/03/2024;5136,66
C000089;M000073;01/02/2024;4245,65
C001259;M000200;06/03/2023;7821,25
C001864;M000059;26/01/2024;4033,34
C000284;M000311;09/03/2023;3864,86
C000907;M000420;23/01/2024;8833,23
C001074;M000306;14/01/2023;9399,93
C001520;M000164;11/01/2024;8356,03
C000822;M000356;07/02/2024;3134,78
C000703;M000018;13/02/2024;6072,1
C001601;M000076;28/01/2023;9152,66
C000492;M000110;19/03/2024;395,3
C000431;M000127;24/03/2024;264,93
C000284;M000272;24/03/2023;5621,85
C001695;M000162;18/01/2024;5300,27
C000689;M000194;08/01/2023;6972,61
C001432;M000132;11/01/2024;1012,02
C000292;M000426;11/03/2024;8990,05
C001531;M000463;05/02/2024;657,89
C000364;M000474;18/02/2024;4123,85
C001331;M000120;27/01/2023;6932,72
C000476;M000350;15/02/2023;6000,62
C001627;M000339;04/02/2024;2559,96
C001367;M000235;26/02/2023;3893,22
C000288;M000405;05/01/2024;4419,81
C000378;M000401;08/02/2024;6977,69
C000762;M000045;12/01/2024;8124,16
C000021;M000043;28/02/2024;5683,39
C001133;M000367;21/03/2023;8302,19
C001178;M000002;03/02/2023;3047,29
C000160;M000063;11/03/2023;1149,29
C000038;M000326;19/02/2024;2041,62
C001341;M000232;14/03/2023;6504,7
C000167;M000119;18/02/2023;9842,53
C001744;M000150;25/02/2023;7639,69
C000912;M000240;07/02/2023;4023,46
C000562;M000181;18/03/2023;8533,66
C000988;M000384;11/02/2023;8078,52
C001716;M000331;27/01/2023;2923,93
C001139;M000357;04/02/2024;5432,05
C000993;M000018;14/02/2024;3251,14
C000054;M000154;24/01/2024;554,8
C000296;M000404;29/03/2024;2942,87
C001936;M000398;18/03/2024;9752,51
C000283;M000440;20/03/2023;3277,88
C000427;M000261;11/02/2023;4549,94
C001155;M000154;18/01/2023;6744,18
C000772;M000081;26/03/2023;6608,64
C001116;M000468;30/03/2023;914,35
C000511;M000099;14/02/2023;6309,74
C001511;M000026;24/03/2024;4282,31
C000666;M000477;16/03/2023;9350,32
C001802;M000204;14/03/2024;3306,96
C000132;M000092;09/01/2023;9135,44
C001805;M000252;10/01/2024;4467,91
C001157;M000080;07/02/2023;6925,51
C000623;M000490;17/01/2023;3221,67
C000064;M000341;23/02/2023;926,11
C000814;M000063;15/01/2024;5851,56
C001095;M000150;07/02/2024;5299,7
C001970;M000036;07/02/2023;1402,45
C000283;M000005;12/01/2023;4431,99
C001401;M000459;16/01/2023;8304,25
C000204;M000302;14/02/2023;2299,03
C001764;M000403;25/03/2024;1665,68
C001337;M000398;08/02/2023;5939,63
C001709;M000429;14/01/2023;8818,64
C000335;M000002;29/02/2024;9314,18
C001056;M000257;23/01/2023;953,45
C000454;M000291;17/03/2023;5867,87
C000354;M000123;15/03/2024;4006,61
C001891;M000140;27/03/2023;4435,32
C001572;M000263;26/01/2023;4282,39
C000525;M000029;14/01/2023;2306,46
C001656;M000358;06/01/2023;3182,92
C000962;M000341;09/02/2023;5343,34
C000807;M000111;29/03/2024;3734,27
C000706;M000109;02/02/2023;4470,81
C001096;M000045;24/03/2023;1482,22
C001852;M000362;23/03/2023;1056,98
C000012;M000005;23/03/2024;4607,31
C000648;M000234;25/01/2024;1699,69
C001150;M000217;24/03/2023;7283,16
C001914;M000426;03/02/2024;7643,16
C001088;M000416;11/02/2024;7131,42
C001711;M000270;07/02/2024;7554,28
C000598;M000467;03/03/2023;7050,45
C001496;M000363;24/03/2024;7841,51
C000653;M000110;07/02/2023;2984,97
C001867;M000121;23/02/2023;192,37
C001879;M000200;01/02/2023;5982,42
C000548;M000245;04/02/2024;7108,15
C001278;M000364;01/02/2024;3947,85
C001608;M000437;27/02/2023;2341,02
C000076;M000014;09/03/2024;3125,62
C001633;M000470;11/02/2023;6017,22
C000258;M000362;14/03/2024;2054,65
C001029;M000155;19/03/2024;6386,59
C000373;M000047;03/02/2023;7414,16
C001417;M000126;08/03/2023;6738,84
C001414;M000365;08/01/2024;861,46
C001931;M000150;24/01/2023;9544,81
C001865;M000224;03/01/2023;5324,5
C000188;M000306;16/01/2023;4408,24
C000971;M000432;11/03/2024;359,48
C001755;M000009;27/03/2024;3804,67
C001982;M000145;22/01/2023;4402,68
C001476;M000128;19/03/2023;8074,78
C000360;M000349;16/03/2024;4639,63
C000235;M000223;25/03/2024;108,69
C001085;M000166;14/01/2024;3145,82
C000043;M000430;27/03/2024;7036,92
C001482;M000402;27/03/2023;4106,64
C000211;M000216;13/01/2023;5743,55
C001532;M000381;15/01/2023;5632,95
C001913;M000253;10/02/2023;234,39
C000752;M000478;15/03/2024;8761,81
C001347;M000099;31/01/2023;9226,39
C000455;M000087;11/02/2023;6325,29
C000333;M000422;18/03/2024;5869,91
C001245;M000065;07/01/2024;1807,86
C001706;M000258;18/03/2023;7332,13
C001279;M000230;10/01/2024;4075,18
C000437;M000330;11/01/2024;1521,47
C001370;M000314;25/02/2024;2411,7
C000902;M000127;13/02/2023;2908,87
C001627;M000035;18/01/2024;4995,35
C000911;M000161;08/03/2024;1012,72
C000941;M000344;12/02/2023;6248,32
C001586;M000293;18/01/2023;9977,63
C001149;M000372;07/01/2023;1543,57
C000069;M000125;07/03/2024;1426,15
C000926;M000358;16/01/2023;9789,14
C000181;M000051;18/01/2023;9925,85
C000781;M000078;02/02/2024;2271,95
C001742;M000444;26/03/2023;736,49
C001951;M000017;15/03/2023;1139,6
C001619;M000319;18/01/2024;4307,68
C000472;M000237;15/03/2024;8516,66
C000133;M000495;31/03/2023;543,0
C000080;M000102;26/01/2024;5687,65
C000004;M000167;20/03/2023;5517,25
C001229;M000116;20/01/2024;8360,38
C000851;M000028;21/02/2024;8439,77
C000385;M000482;12/01/2024;1685,93
C001760;M000123;03/01/2023;7971,24
C000596;M000269;05/02/2023;8019,28
C000427;M000407;29/01/2024;8387,13
C001502;M000142;15/02/2024;760,03
C001352;M000499;02/01/2023;3742,54
C001561;M000263;18/02/2024;2943,91
C000336;M000266;06/01/2023;8401,46
C001450;M000095;14/03/2023;3004,35
C000722;M000323;06/01/2023;9229,47
C000776;M000273;18/03/2024;4919,25
C001156;M000382;07/02/2023;2691,64
C001311;M000284;03/01/2023;562,55
C001493;M000091;13/02/2023;7612,25
C000644;M000435;13/03/2024;5458,8
C000170;M000131;05/01/2023;1442,78
C000293;M000013;23/02/2023;1959,19
C000765;M000089;13/01/2023;4888,02
C001310;M000454;26/03/2023;1736,64
C001247;M000017;14/02/2023;4848,44
C000664;M000299;12/03/2023;8696,59
C001858;M000296;05/01/2024;7274,08
C001777;M000151;06/03/2023;2208,93
C000593;M000327;17/02/2023;8989,0
C001650;M000342;19/01/2023;6229,08
C000040;M000422;25/03/2023;2582,83
C000434;M000422;29/03/2023;5378,68
C001956;M000348;20/02/2024;5063,58
C000185;M000245;07/02/2023;7080,59
C000973;M000261;19/02/2023;9254,02
C001397;M000279;09/03/2024;4606,46
C000033;M000058;30/01/2024;1028,44
C000164;M000376;25/01/2023;685,35
C000556;M000319;02/01/2024;144,1
C001395;M000343;09/03/2023;8770,39
C001246;M000392;06/02/2023;1822,56
C001827;M000472;27/01/2023;2039,41
C001260;M000417;01/01/2023;5567,07
C000729;M000394;20/03/2024;1991,5
C001796;M000143;19/03/2024;6400,15
C000998;M000127;20/03/2024;9635,38
C000007;M000033;31/03/2024;7576,27
C001337;M000484;03/01/2023;4724,93
C001803;M000267;05/02/2023;2246,03
C000844;M000036;19/02/2024;6235,61
C000435;M000281;04/02/2024;3417,48
C000555;M000229;31/01/2023;2148,27
C001921;M000416;01/03/2023;768,0
C000700;M000233;02/03/2023;8860,25
C000997;M000029;08/02/2024;5649,78
C000369;M000105;01/03/2023;1120,02
C000657;M000251;24/02/2023;7168,83
C001761;M000131;05/03/2024;2910,54
C000605;M000147;16/03/2024;8946,15
C001355;M000171;27/01/2024;3624,7
C001389;M000403;23/03/2023;4364,54
C001727;M000469;17/02/2024;9667,73
C000048;M000420;02/01/2024;2075,7
C000544;M000232;23/03/2023;8390,88
C000836;M000124;21/02/2023;7812,58
C000329;M000351;13/01/2024;1515,9
C001051;M000476;21/02/2023;5803,97
C001355;M000412;22/03/2024;295,12
C001258;M000061;23/03/2024;8219,49
C000811;M000384;08/03/2024;2266,94
C000260;M000232;20/01/2024;3928,4
C001965;M000058;15/03/2024;8949,89
C000861;M000050;01/01/2024;2745,23
C000402;M000014;02/02/2024;2374,21
C000403;M000117;23/03/2023;4056,79
C000302;M000096;20/01/2023;4859,83
C001954;M000231;04/02/2024;1198,45
C001577;M000151;06/01/2023;7171,18
C000737;M000493;07/01/2024;2549,82
C000455;M000294;10/03/2023;5310,52
C000639;M000070;21/01/2024;9680,75
C000173;M000299;11/01/2023;1014,49
C000928;M000421;08/01/2023;7346,76
C000950;M000436;02/03/2023;6305,52
C000137;M000482;10/03/2023;6992,25
C000563;M000321;12/03/2024;7584,89
C000788;M000157;12/03/2023;6617,18
C001214;M000150;19/02/2023;1533,56
C000642;M000250;14/01/2024;3045,62
C000845;M000074;01/03/2023;3799,12
C001336;M000174;08/01/2024;3427,65
C000162;M000089;16/01/2023;9337,06
C001998;M000250;08/03/2023;6812,1
C001740;M000115;10/02/2024;8940,6
C001249;M000140;23/02/2024;4620,19
C001589;M000146;25/01/2024;4888,33
C001774;M000458;25/03/2023;865,06
C000153;M000080;12/01/2024;7489,2
C000235;M000304;08/02/2024;5615,98
C001956;M000045;10/01/2024;2414,81
C001904;M000453;29/03/2024;5506,18
C001162;M000447;19/03/2023;8757,2
C001358;M000125;19/03/2023;6899,06
C001244;M000052;04/02/2023;9331,23
C001632;M000420;10/01/2023;8350,64
C001324;M000349;16/02/2023;8367,17
C001392;M000451;19/03/2023;6323,09
C000907;M000008;09/02/2023;749,41
C001843;M000374;04/01/2024;7608,47
C001680;M000202;08/01/2023;7921,53
C000047;M000318;18/02/2024;9384,82
C000641;M000270;23/01/2024;7256,38
C000955;M000118;02/03/2024;8279,89
C001489;M000459;07/03/2023;2694,46
C000327;M000358;14/03/2023;3571,1
C000400;M000120;14/01/2024;3090,88
C001564;M000230;23/03/2023;1152,39
C001838;M000411;05/02/2024;3168,93
C001810;M000020;06/01/2024;4630,42
C001054;M000207;25/03/2023;1744,36
C001495;M000292;31/03/2023;9877,34
C001943;M000371;02/01/2024;4646,32
C001733;M000192;28/02/2024;5406,98
C001106;M000393;24/02/2024;521,69
C000280;M000427;22/01/2024;4476,44
C001368;M000442;24/01/2024;9769,87
C000975;M000396;04/02/2024;8539,77
C000889;M000434;23/02/2024;5909,6
C000506;M000141;12/01/2024;6234,16
C000502;M000411;23/02/2023;6943,48
C001393;M000144;26/02/2024;8089,7
C000284;M000137;18/03/2024;6049,02
C001988;M000157;16/03/2024;4890,24
C001847;M000083;28/01/2023;1416,93
C000173;M000034;08/01/2023;6326,8
C001903;M000163;29/01/2024;6414,09
C000791;M000200;26/02/2024;3286,42
C001466;M000418;17/03/2024;993,42
C001940;M000269;08/02/2023;7159,37
C000872;M000031;07/01/2023;3186,66
C000870;M000074;01/01/2023;3710,77
C000726;M000173;06/01/2024;2317,0
C000215;M000479;07/01/2023;6385,21
C001755;M000099;13/01/2024;8105,78
C001629;M000030;25/03/2024;955,4
C000722;M000241;26/01/2023;4374,79
C001711;M000099;02/03/2024;3015,93
C001226;M000411;01/01/2023;1044,63
C001643;M000055;01/01/2024;182,92
C001805;M000186;15/01/2023;9938,05
C000994;M000061;05/01/2024;2054,49
C001048;M000345;26/02/2024;3039,93
C001568;M000099;09/01/2024;9973,12
C000411;M000228;26/01/2023;2136,34
C000612;M000467;04/03/2024;7385,77
C000893;M000396;27/03/2023;4202,87
C001074;M000244;06/01/2023;6385,49
C001737;M000103;13/02/2023;1464,28
C000487;M000258;01/03/2024;2160,49
C001023;M000438;15/03/2023;1180,01
C000274;M000303;18/03/2024;5735,6
C000022;M000270;18/03/2024;1402,15
C000550;M000054;01/03/2024;4634,91
C000899;M000315;04/01/2024;1800,06
C000712;M000122;02/02/2023;2415,7
C001812;M000138;17/03/2023;8362,49
C000752;M000129;07/02/2023;9528,82
C001737;M000078;30/01/2023;8517,15
C001873;M000450;29/03/2023;7140,82
C001881;M000031;18/02/2023;2171,29
C000155;M000231;16/02/2023;552,82
C000627;M000023;14/03/2024;8642,85
C000739;M000282;31/03/2023;3355,41
C001121;M000436;23/01/2024;6646,49
C001886;M000316;20/03/2023;3350,69
C001613;M000370;17/03/2024;8379,64
C001010;M000280;11/03/2024;5574,74
C000421;M000436;15/02/2023;1505,17
C001277;M000175;08/02/2023;3669,65
C000868;M000223;21/02/2023;8056,55
C001362;M000124;26/03/2024;6184,76
C001880;M000372;20/01/2023;9835,45
C001154;M000122;10/03/2023;6754,57
C000478;M000376;02/03/2023;9303,26
C001752;M000396;01/03/2024;2157,38
C001706;M000047;05/03/2023;3087,66
C000106;M000266;06/01/2023;395,95
C001841;M000439;10/03/2024;3339,18
C000135;M000398;17/03/2024;2313,04
C001237;M000069;07/01/2023;8182,55
C000765;M000199;16/01/2023;8079,34
C000273;M000101;27/01/2024;7405,17
C001380;M000468;21/03/2023;6991,79
C000722;M000455;27/02/2023;7975,36
C000534;M000283;28/01/2023;4721,94
C001699;M000038;17/01/2024;7755,2
C001269;M000190;10/01/2024;4794,05
C001470;M000466;02/03/2023;7485,79
C001044;M000294;16/01/2023;4957,33
C000546;M000030;20/02/2023;8778,77
C001728;M000377;20/02/2023;2973,17
C001900;M000057;12/02/2024;7894,85
C001163;M000362;12/02/2024;8191,42
C001464;M000022;25/02/2023;4002,94
C000654;M000303;08/02/2023;4405,1
C001367;M000099;13/03/2023;3639,57
C001013;M000398;07/03/2023;7526,33
C000475;M000273;17/02/2024;1275,99
C000316;M000236;02/01/2023;7853,15
C001855;M000060;01/03/2023;3083,45
C001896;M000181;03/01/2023;4223,28
C001409;M000025;14/02/2024;4133,79
C000139;M000022;23/01/2023;4232,5
C000656;M000012;28/01/2024;1435,74
C000137;M000037;03/03/2024;3035,75
C000827;M000272;26/01/2024;419,47
C001593;M000203;08/01/2024;2536,22
C001305;M000273;17/02/2023;6357,94
C000897;M000041;23/03/2024;1591,07
C001652;M000035;08/03/2024;1501,83
C001375;M000203;28/03/2023;9064,19
C000046;M000008;19/01/2023;6304,71
C000608;M000041;29/03/2024;1856,67
C001858;M000489;27/01/2023;1668,68
C001966;M000092;04/02/2023;8631,32
C000329;M000407;11/02/2024;429,29
C001228;M000460;24/02/2024;6818,76
C001522;M000272;06/03/2023;1249,07
C001971;M000009;07/03/2023;4018,86
C000680;M000481;08/01/2024;4638,46
C000977;M000123;31/01/2024;3213,84
C000652;M000305;28/01/2023;1393,27
C001117;M000033;19/03/2024;1319,23
C000031;M000463;07/01/2024;7247,76
C000879;M000089;05/01/2024;9133,87
C001805;M000373;01/02/2023;9320,76
C001368;M000037;22/01/2023;4923,39
C001034;M000220;10/03/2024;7785,85
C001780;M000434;22/02/2024;2343,77
C001021;M000493;26/01/2023;1040,05
C001759;M000027;18/02/2023;6258,69
C000560;M000202;11/01/2023;5095,61
C001190;M000436;18/02/2023;3495,8
C001673;M000061;19/02/2024;1168,52
C001287;M000177;04/02/2024;6128,39
C001188;M000311;06/01/2024;160,39
C000612;M000333;28/03/2023;9875,14
C000210;M000170;06/02/2024;8017,73
C000060;M000311;30/03/2024;401,51
C000396;M000477;24/02/2024;7093,43
C000648;M000227;07/02/2024;2958,8
C001391;M000205;31/03/2023;6670,07
C000554;M000323;15/03/2023;9666,91
C001850;M000453;24/01/2024;2195,31
C001737;M000109;08/03/2023;8129,35
C001648;M000420;10/01/2023;9615,53
C000508;M000400;29/02/2024;2556,59
C000355;M000190;26/01/2024;7613,99
C000707;M000289;21/01/2023;1305,57
C001327;M000468;19/03/2023;2528,97
C000983;M000479;04/03/2024;8180,26
C000229;M000306;15/02/2023;4968,5
C000743;M000172;05/02/2023;3961,71
C001566;M000156;23/02/2024;8636,23
C000246;M000249;02/01/2024;8603,89
C000899;M000251;10/03/2023;355,85
C000678;M000427;06/02/2024;3817,21
C000937;M000471;19/02/2024;6491,7
C000438;M000452;06/01/2023;7237,44
C001855;M000027;12/02/2024;5134,61
C000025;M000270;08/03/2024;6473,26
C000380;M000047;15/03/2024;2595,08
C001542;M000005;22/02/2024;8069,83
C000973;M000083;22/01/2024;4699,25
C000212;M000088;20/02/2023;6370,0
C000890;M000283;14/02/2023;588,31
C001728;M000491;19/03/2024;1447,69
C001975;M000158;03/01/2024;2952,88
C000493;M000071;26/02/2024;8619,81
C001004;M000174;09/01/2024;1735,76
C001366;M000130;13/02/2023;1811,46
C001355;M000287;15/03/2023;7730,46
C001237;M000037;15/01/2023;9172,41
C000835;M000301;04/02/2024;248,99
C001068;M000170;19/03/2024;193,24
C000909;M000250;20/01/2024;6409,08
C001135;M000036;18/03/2023;7508,11
C001246;M000279;01/01/2023;6256,04
C001149;M000216;08/02/2024;3546,45
C001230;M000327;07/03/2023;7289,97
C000995;M000134;01/01/2023;7853,49
C000900;M000191;03/02/2024;9401,28
C001875;M000058;26/01/2023;5291,9
C000641;M000350;21/01/2023;5712,93
C000204;M000162;17/02/2024;6347,64
C000499;M000493;08/03/2023;1939,14
C001650;M000338;12/03/2023;3054,09
C000415;M000219;06/03/2024;3017,34
C000962;M000460;08/02/2023;7111,99
C001650;M000412;12/03/2023;5710,65
C000022;M000222;20/03/2023;3227,94
C000788;M000156;11/03/2024;4259,68
C001719;M000246;25/03/2023;3317,05
C000706;M000336;30/01/2023;1638,5
C001037;M000376;04/03/2023;233,13
C001401;M000121;12/01/2024;4330,82
C000120;M000182;04/03/2024;3022,46
C001807;M000192;21/03/2024;676,48
C001124;M000079;10/03/2023;3581,01
C000067;M000276;25/02/2023;6078,68
C000872;M000192;08/01/2024;6989,47
C000201;M000386;18/02/2023;3897,2
C001383;M000451;01/03/2024;4980,11
C001881;M000394;10/03/2023;9229,47
C001157;M000111;09/03/2023;7716,5
C001263;M000493;19/03/2023;8012,91
C000511;M000090;18/01/2024;9595,11
C001156;M000002;22/02/2023;6358,36
C001390;M000296;09/02/2023;3196,52
C000567;M000263;13/02/2024;889,84
C001241;M000364;08/01/2023;629,71
C001181;M000133;26/01/2023;9858,74
C000489;M000030;07/01/2023;3312,5
C001767;M000352;31/01/2024;1217,2
C001114;M000393;01/03/2023;9101,37
C000299;M000195;19/01/2023;1293,35
C001144;M000395;18/03/2023;6958,95
C000050;M000372;23/03/2024;7985,85
C000056;M000071;19/01/2023;4949,48
C001034;M000414;25/03/2024;4704,91
C000522;M000443;04/03/2024;9500,63
C001679;M000269;31/03/2023;3761,6
C001216;M000325;04/02/2023;9635,1
C000281;M000279;20/01/2023;9967,28
C000454;M000248;15/02/2023;1801,47
C000355;M000421;28/02/2023;2333,18
C000967;M000169;25/01/2023;5944,24
C000013;M000380;29/03/2024;8461,77
C001491;M000171;15/01/2024;9506,42
C000209;M000040;31/01/2023;1570,68
C001420;M000185;23/02/2023;5282,01
C000635;M000145;01/01/2023;7996,67
C001610;M000071;13/02/2024;5662,37
C000139;M000322;27/03/2023;1727,17
C001054;M000023;22/03/2024;3595,43
C001017;M000273;22/01/2023;5559,57
C001591;M000303;23/02/2024;6244,26
C001355;M000097;26/03/2024;8546,65
C001821;M000095;03/03/2024;7327,03
C001070;M000073;20/02/2023;3166,67
C001206;M000265;20/03/2024;6490,19
C000100;M000478;08/01/2024;5144,37
C000782;M000256;21/03/2023;5966,49
C000136;M000301;02/01/2024;7461,68
C001980;M000452;09/02/2023;1045,15
C001807;M000236;03/03/2024;9614,3
C000803;M000357;27/02/2024;6884,14
