cliente;prodotto;giorno;quantity
C001534;M000085;22/12/2023;1171,6
C000570;M000260;09/11/2023;3894,21
C001430;M000176;19/10/2023;5334,82
C000745;M000171;26/10/2023;2017,02
C000537;M000177;06/12/2023;9059,29
C000884;M000225;14/12/2024;3067,65
C000920;M000259;13/12/2024;7530,65
C000588;M000398;06/11/2023;9177,99
C000422;M000271;02/11/2024;1929,91
C001678;M000056;03/11/2023;6530,23
C001497;M000492;05/12/2023;4716,3
C000665;M000314;11/11/2024;9887,59
C000194;M000051;16/11/2023;5674,0
C001798;M000493;09/12/2023;100,06
C000933;M000052;13/10/2023;7558,28
C000529;M000061;21/12/2023;4511,53
C000222;M000135;02/11/2023;4278,18
C001963;M000452;28/11/2023;1405,08
C000749;M000227;23/12/2023;7922,71
C000767;M000349;06/12/2024;2062,09
C001510;M000387;17/11/2024;4110,79
C000476;M000258;09/12/2023;4025,81
C000595;M000340;09/11/2023;5540,91
C001613;M000097;16/12/2024;982,87
C000262;M000117;21/10/2024;9506,84
C001852;M000210;30/11/2024;3832,83
C001691;M000128;09/12/2024;4642,93
C001559;M000046;14/12/2023;5928,08
C000753;M000319;26/10/2023;552,08
C001741;M000190;21/11/2024;8598,84
C001083;M000255;17/12/2023;9990,74
C001225;M000119;16/10/2023;3134,92
C001369;M000162;22/10/2024;1492,71
C001274;M000362;10/10/2023;4054,35
C000126;M000188;19/12/2023;8966,26
C000589;M000259;21/11/2023;8009,42
C000536;M000102;06/12/2024;2200,16
C001519;M000185;26/11/2024;4990,79
C001239;M000027;15/10/2024;6370,99
C000101;M000392;24/11/2023;8142,56
C001620;M000464;06/11/2023;2286,61
C000349;M000244;24/11/2023;5049,23
C000537;M000403;26/10/2024;8285,01
C000490;M000356;21/12/2023;2308,84
C001565;M000025;13/11/2024;8228,7
C000097;M000181;27/12/2024;1234,09
C000505;M000310;23/10/2023;4595,35
C001686;M000205;29/10/2024;8098,6
C000341;M000260;26/10/2023;5060,43
C000671;M000181;15/12/2023;3047,31
C000117;M000244;08/12/2023;8237,56
C000659;M000016;19/10/2023;9621,18
C000589;M000137;26/10/2023;6219,24
C001559;M000184;29/10/2024;2658,68
C001104;M000331;28/11/2024;2617,76
C000160;M000128;15/12/2023;238,92
C000974;M000305;07/12/2024;5128,66
C000635;M000021;10/12/2024;625,97
C001352;M000356;30/11/2024;2214,13
C000918;M000120;08/11/2024;3507,87
C001368;M000279;31/10/2023;3439,91
C000818;M000036;31/10/2024;4927,53
C000232;M000411;21/12/2023;3343,07
C000399;M000152;22/11/2024;9654,1
C001023;M000428;21/10/2024;3904,06
C000309;M000027;04/11/2023;9028,36
C000669;M000202;05/11/2023;7420,84
C000355;M000063;31/10/2024;7731,36
C001434;M000050;05/10/2024;2657,74
C000597;M000332;30/11/2023;776,72
C000630;M000118;05/11/2023;6764,94
C000881;M000422;28/10/2023;5941,17
C001104;M000258;11/10/2024;3521,05
C001414;M000454;15/10/2023;1451,17
C001809;M000344;24/11/2024;7449,93
C000304;M000148;31/12/2024;3075,48
C001065;M000099;02/12/2024;8904,94
C000337;M000132;12/10/2023;8307,34
C001994;M000443;27/12/2023;3656,85
C000328;M000020;15/12/2024;8403,32
C001141;M000481;15/11/2023;1382,83
C000885;M000032;04/10/2023;5901,92
C000376;M000419;04/12/2023;6137,2
C001609;M000321;26/12/2024;8521,62
C001877;M000011;19/10/2023;5149,75
C001788;M000008;29/12/2024;2125,24
C001386;M000375;20/12/2024;3006,26
C001166;M000096;13/12/2023;3604,01
C000471;M000410;14/10/2023;7816,0
C000064;M000282;03/10/2023;3924,17
C000400;M000160;03/10/2023;6985,28
C001999;M000041;15/12/2024;4604,81
C001698;M000258;04/10/2023;9588,04
C001914;M000358;08/10/2023;6162,61
C001882;M000169;03/11/2023;3002,46
C001789;M000235;05/12/2023;5983,63
C001949;M000009;07/12/2023;1968,43
C000936;M000071;12/11/2024;9856,32
C001076;M000168;02/10/2023;5685,45
C001431;M000103;07/10/2024;7027,47
C000604;M000243;18/10/2023;3491,55
C000067;M000291;28/12/2024;3667,0
C001787;M000111;10/11/2024;6752,99
C000351;M000243;14/12/2023;7650,38
C001360;M000332;01/12/2024;7272,05
C001824;M000152;01/12/2024;8405,59
C001828;M000053;21/11/2023;9235,19
C000065;M000165;17/10/2024;3365,79
C000230;M000336;27/12/2023;871,42
C001791;M000490;24/12/2024;7754,46
C001619;M000092;01/11/2024;502,5
C000344;M000349;15/10/2023;6121,53
C000227;M000297;12/12/2024;4816,51
C000751;M000476;14/12/2023;3157,31
C000386;M000165;15/10/2023;6304,41
C000525;M000346;07/10/2023;3919,39
C001852;M000406;03/11/2023;3170,98
C001240;M000180;16/11/2023;6864,52
C001262;M000083;22/11/2024;1942,91
C000360;M000017;24/12/2024;5614,42
C000247;M000429;05/12/2024;8047,91
C000140;M000212;29/12/2023;6875,16
C000685;M000451;04/10/2023;6193,13
C001624;M000153;26/11/2024;7400,25
C000276;M000009;19/10/2023;5387,58
C001067;M000294;24/12/2023;4506,65
C000650;M000106;01/11/2024;9832,69
C001048;M000424;17/12/2023;3924,73
C001193;M000040;28/11/2023;3884,44
C000456;M000347;29/11/2024;4554,43
C000663;M000435;15/10/2023;8230,15
C001857;M000134;18/10/2024;4112,75
C000859;M000161;02/11/2024;4672,27
C001454;M000386;16/10/2024;6512,77
C001107;M000453;27/11/2023;5168,94
C000825;M000366;27/11/2024;4592,7
C001670;M000094;05/10/2023;5264,72
C000654;M000288;12/11/2023;8873,57
C001326;M000259;18/11/2023;9460,1
C000552;M000459;25/10/2024;6986,71
C001216;M000196;18/10/2023;9728,04
C000652;M000338;13/10/2024;4195,74
C001584;M000337;30/12/2024;6283,67
C000767;M000125;04/10/2024;7236,46
C001762;M000089;01/11/2024;4088,39
C001644;M000041;09/10/2023;273,73
C001760;M000232;24/11/2023;7940,95
C000868;M000416;14/10/2023;9807,86
C000001;M000017;11/12/2023;6681,67
C000806;M000365;04/10/2024;5739,08
C000301;M000395;17/11/2024;3496,52
C000966;M000367;18/12/2024;4796,33
C000470;M000139;14/10/2023;9180,44
C000148;M000353;16/11/2023;9577,46
C000649;M000268;10/12/2023;8910,69
C000992;M000082;02/12/2024;1599,32
C000292;M000445;09/11/2023;5813,89
C001926;M000429;23/12/2024;146,89
C000086;M000194;28/11/2024;1299,14
C001529;M000421;10/11/2024;4370,71
C001929;M000232;15/12/2023;8128,44
C000424;M000443;03/10/2024;9213,0
C000567;M000078;23/11/2024;1877,69
C001336;M000399;09/12/2024;8822,3
C000156;M000139;22/11/2024;1988,77
C001963;M000072;30/11/2023;4012,41
C001800;M000129;29/12/2023;8879,74
C000516;M000361;05/10/2023;1968,29
C001355;M000320;06/10/2024;4604,89
C000092;M000259;28/10/2024;5994,97
C001998;M000458;04/12/2023;6592,82
C000248;M000029;03/10/2024;4223,05
C001805;M000051;19/10/2024;2220,62
C000578;M000128;21/11/2024;9503,49
C001887;M000359;27/10/2024;928,2
C001042;M000315;10/12/2023;5431,06
C000590;M000076;02/10/2024;1364,06
C000976;M000425;29/11/2024;443,42
C000203;M000004;14/12/2023;3136,21
C001199;M000410;28/10/2024;7203,07
C001266;M000161;08/11/2024;6663,73
C001660;M000214;30/10/2024;4598,47
C001157;M000072;31/12/2024;3172,5
C001791;M000360;31/12/2024;5813,66
C001537;M000110;22/10/2024;7097,2
C001088;M000448;21/12/2023;2308,1
C000284;M000380;01/11/2023;8972,8
C001243;M000137;13/12/2023;1903,0
C001975;M000470;06/10/2024;615,53
C001243;M000445;16/11/2023;3722,34
C000472;M000335;04/12/2023;8963,69
C001373;M000209;08/12/2023;8444,54
C000049;M000275;02/11/2023;8275,4
C001999;M000420;01/10/2024;184,02
C000556;M000494;30/12/2024;6000,37
C001092;M000258;07/11/2023;2050,31
C001661;M000250;12/12/2023;5454,36
C001717;M000055;12/12/2023;1792,88
C001936;M000369;28/10/2024;8266,77
C000960;M000268;04/11/2024;5226,03
C000687;M000293;28/10/2024;7532,66
C000090;M000493;27/11/2023;9202,22
C001442;M000498;05/10/2024;1113,85
C000517;M000009;26/11/2024;2123,2
C001450;M000299;11/10/2024;4120,16
C000175;M000213;14/11/2023;7457,22
C000699;M000069;31/10/2023;3603,59
C000933;M000062;28/10/2024;4941,26
C001051;M000395;09/11/2023;461,76
C001766;M000190;03/11/2024;658,6
C001805;M000351;06/10/2023;3108,88
C000722;M000495;02/10/2024;8010,09
C000381;M000243;16/10/2024;2995,7
C000650;M000030;22/11/2023;9050,11
C000765;M000316;11/12/2023;9539,09
C001287;M000483;26/10/2023;9818,45
C001901;M000462;25/11/2024;6898,35
C001084;M000054;10/11/2024;2450,27
C000789;M000015;17/11/2024;6666,45
C000131;M000364;06/11/2023;9657,87
C000782;M000093;07/12/2024;2864,27
C000125;M000007;16/12/2023;2189,25
C000227;M000373;01/12/2024;5039,86
C000777;M000194;06/11/2024;9965,61
C000244;M000323;23/11/2024;614,48
C001870;M000431;01/11/2024;3928,75
C001431;M000332;25/11/2024;7204,25
C000942;M000039;06/11/2023;8775,97
C001783;M000443;07/11/2023;9037,47
C000572;M000073;20/12/2024;2633,62
C001838;M000083;24/11/2023;789,97
C000234;M000282;16/12/2024;5916,17
C001813;M000061;17/10/2023;9648,16
C001894;M000492;14/11/2023;2524,66
C001221;M000033;08/12/2024;2940,44
C001258;M000254;02/10/2024;8109,95
C000221;M000186;13/11/2024;6914,77
C001912;M000248;28/12/2024;9680,54
C000116;M000254;16/11/2024;8799,07
C000167;M000106;24/11/2023;5442,76
C000628;M000480;22/11/2023;4678,25
C001057;M000089;20/10/2023;5547,44
C000154;M000317;29/10/2024;8941,17
C000331;M000094;16/11/2023;8229,08
C001110;M000273;17/10/2023;2365,88
C001397;M000018;16/10/2024;5868,85
C000274;M000248;27/12/2024;6490,37
C000552;M000316;22/11/2024;2746,55
C001924;M000221;23/11/2023;8120,06
C001945;M000070;07/10/2024;5445,54
C001402;M000191;07/11/2024;126,81
C001085;M000316;24/10/2024;4191,56
C000505;M000429;04/10/2023;4670,98
C000526;M000171;26/10/2024;3837,18
C000773;M000451;15/11/2023;9625,29
C000030;M000436;08/12/2023;8089,09
C001413;M000140;21/12/2024;3334,0
C000994;M000268;31/10/2024;5691,58
C000256;M000325;01/11/2023;9249,06
C001955;M000191;03/11/2024;9014,35
C000373;M000111;29/11/2024;7732,46
C001892;M000071;01/10/2023;7153,35
C001664;M000027;13/12/2023;355,12
C001540;M000186;10/10/2024;2231,19
C000877;M000452;06/10/2023;3667,77
C001757;M000165;31/12/2023;3470,9
C001889;M000344;07/10/2023;3754,12
C001186;M000420;13/12/2023;5322,97
C001348;M000303;21/11/2023;4694,81
C000646;M000137;22/10/2023;1004,54
C000246;M000019;19/11/2023;395,11
C000314;M000063;03/12/2023;7410,97
C000754;M000086;04/11/2024;8112,82
C000602;M000384;27/11/2024;590,28
C001254;M000353;16/10/2023;3416,7
C001511;M000214;20/11/2024;9076,6
C000588;M000254;01/11/2024;8249,4
C001085;M000415;30/10/2024;3200,41
C001519;M000298;17/11/2024;5192,21
C001960;M000029;05/10/2023;6750,48
C000725;M000157;25/12/2023;4207,22
C000064;M000263;24/10/2023;7307,35
C000576;M000175;01/10/2023;3781,26
C000398;M000160;18/12/2023;5157,29
C001022;M000174;22/11/2023;4465,25
C000182;M000424;04/12/2024;5545,13
C000104;M000168;20/12/2023;2043,7
C000523;M000306;19/12/2024;1837,64
C001269;M000076;30/11/2023;3624,05
C001061;M000059;02/12/2024;4076,76
C000894;M000163;12/11/2023;8027,76
C000050;M000347;06/11/2023;1140,9
C000833;M000401;30/12/2023;8896,8
C001589;M000037;19/11/2024;8272,01
C001086;M000146;09/12/2024;3222,95
C001043;M000476;11/10/2024;5503,47
C001345;M000195;07/10/2024;6563,1
C001053;M000025;14/10/2024;7368,77
C000193;M000060;05/10/2024;5642,05
C001370;M000070;12/11/2024;4838,22
C000689;M000030;16/12/2023;1940,85
C000667;M000253;14/11/2024;4999,94
C000111;M000377;04/12/2023;4199,63
C001643;M000143;23/11/2023;5390,19
C001226;M000344;09/10/2024;7744,24
C000626;M000108;08/10/2024;9177,63
C000510;M000152;12/11/2023;4462,96
C000655;M000288;25/10/2024;4135,48
C000686;M000403;11/11/2023;1380,14
C000080;M000442;24/10/2023;4576,17
C001893;M000479;21/12/2024;8718,54
C000591;M000036;24/10/2024;8839,23
C001964;M000206;13/11/2024;5834,74
C000577;M000143;05/10/2023;2622,47
C001308;M000325;07/10/2023;708,71
C000923;M000218;13/11/2023;4717,31
C000826;M000277;10/10/2023;2441,3
C000955;M000266;06/12/2023;9451,94
C001949;M000100;13/10/2024;5692,39
C000203;M000413;10/11/2024;9048,92
C000065;M000044;16/12/2023;7194,71
C000740;M000443;21/11/2024;2668,51
C001243;M000138;17/10/2024;6364,38
C000017;M000311;31/10/2024;6290,33
C001620;M000191;04/12/2023;5882,59
C001243;M000346;22/11/2023;672,65
C000522;M000098;25/10/2023;6159,75
C000024;M000295;28/10/2023;5604,69
C000712;M000462;03/12/2023;5382,38
C000700;M000040;25/12/2024;9512,21
C000308;M000343;03/12/2023;3765,34
C001309;M000001;03/10/2023;4806,0
C001061;M000076;12/11/2023;1890,52
C000438;M000415;30/11/2024;1250,72
C000472;M000094;18/12/2024;927,76
C001133;M000170;25/10/2024;3741,42
C001034;M000136;01/12/2024;1714,61
C001533;M000387;11/10/2023;6901,28
C001047;M000363;15/10/2023;5231,05
C001236;M000411;11/12/2023;8531,2
C001713;M000033;10/12/2024;1719,75
C001834;M000273;02/12/2024;9821,05
C000835;M000108;03/10/2023;5060,09
C001797;M000358;05/11/2024;472,69
C001278;M000126;09/10/2024;7610,09
C000767;M000112;06/11/2023;4268,96
C001301;M000164;21/11/2023;1789,4
C000067;M000349;01/12/2024;8811,23
C000650;M000156;17/10/2023;4023,84
C000669;M000001;25/10/2024;8126,02
C001685;M000401;27/12/2024;6600,19
C001335;M000225;14/11/2023;2469,97
C000698;M000077;20/12/2024;6600,32
C000528;M000386;23/12/2024;8198,72
C000783;M000397;16/10/2024;4908,45
C000152;M000067;13/12/2024;3492,24
C000243;M000420;15/12/2023;6549,53
C000875;M000233;15/11/2024;6087,23
C000746;M000184;23/10/2023;5592,07
C001211;M000392;18/11/2024;977,79
C001765;M000192;12/10/2023;7830,13
C000715;M000244;12/12/2023;3701,3
C001948;M000131;02/12/2024;2845,11
C001873;M000162;17/10/2024;8615,91
C001532;M000149;27/11/2023;8825,07
C001728;M000196;19/12/2023;9834,43
C000085;M000374;14/10/2024;8546,8
C000500;M000248;03/12/2023;6467,19
C001120;M000010;04/10/2024;2368,24
C001369;M000056;08/12/2024;2297,75
C000314;M000325;29/11/2024;4451,45
C001073;M000371;13/11/2024;1514,69
C001934;M000437;02/10/2024;4365,79
C000893;M000095;08/12/2024;1265,76
C000034;M000498;11/11/2024;9981,48
C001569;M000345;16/12/2023;5473,07
C001808;M000463;25/12/2024;1839,77
C001116;M000214;21/11/2023;7824,31
C000729;M000056;30/11/2023;8846,79
C001511;M000280;25/12/2024;8614,23
C000033;M000149;12/11/2023;5586,17
C001794;M000438;15/10/2024;8696,77
C001901;M000139;23/12/2023;2452,47
C000319;M000191;27/12/2024;4883,74
C000763;M000216;05/11/2023;7894,19
C001425;M000200;11/10/2023;9660,76
C001362;M000397;08/11/2024;7069,74
C001260;M000216;22/10/2024;4437,72
C001720;M000060;23/11/2024;7986,48
C000289;M000186;28/11/2024;7901,84
C000331;M000302;07/11/2023;6006,37
C001041;M000189;27/10/2024;368,24
C001055;M000357;11/11/2023;2650,5
C001182;M000145;06/11/2023;3377,4
C000408;M000217;07/11/2023;866,66
C000967;M000042;12/10/2023;297,06
C000242;M000147;12/10/2024;6290,22
C000847;M000253;03/11/2024;7239,08
C000263;M000062;01/12/2023;1938,64
C001955;M000191;07/10/2024;4556,63
C000454;M000047;03/12/2024;5756,71
C000614;M000021;17/12/2024;9808,95
C001033;M000376;09/10/2024;3889,47
C001918;M000017;10/10/2023;4659,91
C001620;M000094;29/10/2024;1375,46
C001040;M000032;26/12/2023;7675,35
C001383;M000396;13/11/2023;5353,28
C001446;M000439;01/11/2023;1507,05
C000256;M000068;19/10/2024;5201,51
C000312;M000003;15/12/2023;2514,6
C001745;M000028;11/12/2024;2124,52
C001043;M000437;21/10/2024;1989,66
C000334;M000472;08/12/2023;7985,01
C001778;M000451;21/11/2023;7794,69
C001707;M000032;12/10/2023;459,0
C000275;M000483;10/11/2024;9574,66
C000497;M000232;07/11/2024;4894,67
C000161;M000311;30/12/2024;9930,42
C000724;M000248;25/11/2023;5862,55
C001214;M000148;14/10/2024;177,7
C000948;M000280;19/10/2024;5332,12
C001431;M000201;24/11/2023;5865,17
C000073;M000422;12/11/2024;8276,2
C001609;M000331;26/10/2023;7658,9
C001477;M000130;04/12/2024;8256,22
C001836;M000297;19/11/2024;8959,06
C001285;M000462;02/11/2023;2761,05
C001583;M000136;08/11/2024;9165,03
C001596;M000175;22/10/2023;6655,43
C001070;M000394;21/11/2023;4973,69
C000052;M000222;15/11/2024;7935,28
C000130;M000491;03/11/2023;4566,84
C000326;M000009;06/11/2024;6102,77
C000131;M000178;13/11/2024;1567,95
C000642;M000072;30/10/2024;453,57
C001638;M000021;05/11/2024;334,28
C000579;M000012;30/12/2023;7920,95
C001772;M000320;24/10/2024;7677,81
C000757;M000244;17/12/2023;3192,19
C001955;M000353;26/11/2023;6805,66
C001269;M000095;17/11/2024;4742,21
C001045;M000408;17/12/2024;7766,77
C000758;M000182;30/12/2024;1428,16
C001602;M000371;10/11/2024;9752,69
C000245;M000153;15/11/2024;1503,36
C000153;M000127;17/10/2024;2878,98
C000832;M000375;04/10/2024;7552,11
C001476;M000479;21/11/2024;9964,33
C000440;M000102;21/10/2023;479,17
C001792;M000342;07/10/2023;7151,38
C001823;M000474;23/11/2023;7411,41
C000465;M000451;17/12/2023;4349,27
C000696;M000252;04/12/2024;454,01
C001590;M000091;29/12/2024;5863,21
C001451;M000114;19/11/2023;5810,26
C000796;M000190;03/10/2023;930,01
C001785;M000179;11/10/2023;5949,81
C000077;M000010;18/10/2024;6996,52
C000420;M000461;05/11/2024;4763,78
C001970;M000249;14/12/2023;2832,35
C001686;M000472;07/12/2024;9061,19
C000344;M000032;22/12/2023;1390,48
C001639;M000064;20/11/2024;5230,12
C000548;M000363;25/12/2023;689,07
C001574;M000122;07/10/2024;1864,29
C000634;M000052;06/11/2023;1974,07
C000858;M000291;12/10/2023;9631,51
C001806;M000207;09/12/2023;4555,37
C001578;M000488;01/12/2023;8704,59
C000286;M000050;28/12/2023;4011,43
C000415;M000359;29/12/2023;5683,29
C000127;M000460;16/12/2023;1797,32
C001987;M000081;13/12/2023;6910,32
C000953;M000397;16/10/2024;334,65
C000359;M000031;30/10/2024;235,29
C001803;M000068;16/11/2024;1858,47
C001475;M000468;22/10/2024;671,22
C001796;M000322;17/11/2023;5609,61
C001286;M000096;16/12/2024;509,27
C000636;M000166;16/11/2024;1359,15
C000250;M000026;20/10/2023;9204,94
C000925;M000068;23/10/2024;6058,58
C001840;M000138;09/10/2024;3697,06
C000701;M000054;11/11/2023;722,06
C000003;M000146;22/10/2023;5487,7
C001257;M000113;08/12/2023;8682,14
C000068;M000472;12/12/2023;7685,55
C000798;M000328;18/10/2023;4362,91
C001710;M000131;09/12/2024;7438,11
C001061;M000367;15/10/2023;6987,09
C001025;M000190;09/10/2023;6649,1
C000962;M000310;06/12/2023;6825,86
C001310;M000242;16/11/2023;3677,1
