cliente;prodotto;giorno;quantity
C001756;M000087;01/04/2023;8234,47
C001273;M000452;10/05/2024;7494,28
C001313;M000262;18/04/2023;3100,24
C000287;M000388;28/06/2024;654,84
C000932;M000092;25/04/2024;2903,22
C001989;M000259;29/06/2023;3386,22
C001328;M000020;07/04/2024;6224,45
C001318;M000402;15/04/2024;6252,6
C001750;M000266;11/06/2023;1566,49
C001800;M000278;27/04/2023;159,15
C000822;M000062;06/04/2024;9324,93
C000187;M000127;27/05/2023;3591,07
C000274;M000373;22/05/2024;5559,41
C000300;M000370;04/06/2023;447,69
C000480;M000047;14/05/2024;7090,22
C001636;M000116;06/04/2023;4779,64
C000851;M000449;08/04/2023;4203,01
C000457;M000200;10/05/2024;644,41
C001392;M000091;06/05/2024;2888,17
C001164;M000090;06/05/2023;2084,17
C000005;M000247;07/05/2023;8152,66
C000416;M000091;07/05/2023;4266,9
C001875;M000079;27/04/2023;2699,59
C001046;M000151;01/04/2024;3120,76
C001739;M000275;17/06/2023;9421,3
C001151;M000209;23/05/2023;8752,47
C000690;M000227;22/06/2023;8275,14
C001366;M000387;17/05/2023;6551,06
C000125;M000334;23/06/2024;5294,63
C000523;M000464;04/06/2023;6552,95
C000137;M000052;10/04/2023;5483,17
C000400;M000253;16/04/2024;976,36
C001447;M000361;24/05/2024;6822,25
C001716;M000045;20/05/2024;151,08
C000256;M000099;26/05/2024;7392,16
C000636;M000360;25/06/2024;9188,85
C001822;M000302;01/04/2024;7570,46
C000954;M000214;24/06/2023;7711,71
C001703;M000427;05/05/2023;2339,94
C001594;M000350;28/06/2024;2921,48
C000650;M000387;30/04/2023;5215,86
C001779;M000043;24/04/2023;2797,99
C001919;M000189;10/05/2024;6792,57
C000390;M000492;02/04/2024;2866,6
C000569;M000232;26/04/2023;5215,42
C000032;M000395;14/05/2024;103,48
C001808;M000008;28/04/2024;9436,7
C000106;M000084;19/06/2024;6055,2
C001281;M000424;17/06/2023;4964,35
C001483;M000273;25/05/2024;4715,68
C000897;M000018;14/06/2023;4633,63
C001704;M000149;11/06/2024;994,82
C001086;M000164;12/04/2024;9905,79
C000582;M000384;28/06/2024;2900,73
C001010;M000281;18/05/2023;7275,49
C001252;M000436;16/04/2024;6380,38
C001096;M000373;04/04/2024;5567,94
C001834;M000202;08/06/2023;2022,48
C001875;M000329;11/04/2023;7295,95
C001588;M000389;24/06/2024;7180,55
C000159;M000093;15/06/2024;404,33
C000775;M000155;16/05/2024;7143,47
C001761;M000220;28/05/2024;7471,51
C000518;M000463;24/06/2023;1866,71
C000694;M000300;29/05/2023;5160,02
C000695;M000432;01/05/2024;8608,91
C000944;M000212;19/06/2024;7983,82
C000574;M000014;06/04/2023;7828,72
C001683;M000122;28/06/2023;5728,35
C000059;M000390;25/05/2023;5842,0
C001608;M000297;27/05/2024;3787,58
C000787;M000446;09/04/2023;2206,54
C001767;M000392;12/04/2023;1623,07
C000421;M000053;03/05/2024;5923,14
C000885;M000055;27/05/2024;7743,4
C001378;M000328;15/05/2023;2643,62
C001114;M000450;08/04/2024;6260,55
C001432;M000039;21/05/2024;3678,54
C001779;M000079;18/05/2024;8531,57
C000904;M000443;03/05/2024;5596,97
C000191;M000374;30/05/2023;384,8
C000662;M000088;08/06/2024;4301,55
C001135;M000431;22/05/2024;730,3
C001988;M000384;19/04/2024;6731,58
C000940;M000439;22/06/2024;843,75
C000984;M000439;19/06/2024;8916,27
C000940;M000336;20/05/2024;5564,0
C000212;M000285;20/04/2023;6520,18
C001006;M000048;04/06/2024;2365,34
C001356;M000169;14/05/2023;7744,79
C000467;M000017;13/04/2024;2222,35
C001712;M000208;05/05/2024;8756,97
C000159;M000460;17/04/2024;4829,52
C001335;M000327;04/05/2024;2463,0
C001032;M000424;20/04/2023;9267,16
C000077;M000182;06/04/2024;1384,62
C000499;M000139;11/04/2023;7152,51
C000531;M000017;22/04/2023;1991,97
C000796;M000361;25/05/2024;6540,9
C000060;M000428;25/05/2024;1435,87
C001927;M000468;20/05/2023;1430,66
C000262;M000458;24/04/2024;1574,24
C000494;M000001;17/06/2024;3722,19
C000575;M000044;08/06/2023;5620,59
C000429;M000252;03/06/2024;566,37
C000503;M000124;01/06/2023;9440,73
C001219;M000372;26/05/2023;9137,34
C001323;M000479;13/06/2023;2093,59
C000680;M000284;13/04/2024;1014,32
C001068;M000360;19/04/2024;9871,99
C001174;M000218;06/05/2023;3790,37
C001352;M000210;15/06/2024;9302,05
C000735;M000283;22/04/2024;6279,15
C000040;M000416;10/04/2024;4141,77
C000986;M000034;08/04/2023;4784,32
C001123;M000378;18/05/2024;9679,47
C000725;M000306;24/04/2024;8608,68
C001282;M000089;12/05/2023;8222,13
C000354;M000466;28/04/2024;339,44
C000691;M000179;06/05/2024;416,36
C000048;M000071;15/04/2023;6987,6
C001960;M000077;27/05/2023;540,97
C000457;M000453;27/06/2024;6476,14
C001475;M000029;21/06/2023;2942,68
C001487;M000151;04/05/2024;1494,69
C000323;M000407;27/06/2024;9206,6
C000759;M000240;22/04/2023;7759,03
C001697;M000076;09/05/2024;8994,12
C000998;M000077;04/06/2023;3080,67
C001640;M000047;17/04/2024;3343,94
C000506;M000458;04/05/2024;1459,37
C000215;M000342;02/06/2024;3202,26
C000038;M000380;25/05/2023;9532,3
C001007;M000348;29/04/2023;9401,91
C001579;M000061;19/05/2023;603,07
C000238;M000155;27/04/2023;6308,35
C000546;M000370;07/05/2023;5300,44
C001707;M000299;03/04/2024;2362,77
C000999;M000218;04/06/2023;5509,93
C000323;M000078;18/04/2024;6668,31
C000688;M000094;22/04/2023;151,55
C000522;M000471;29/05/2024;1055,42
C001686;M000463;01/06/2024;8316,11
C000118;M000053;31/05/2023;2772,54
C000815;M000142;16/05/2023;4007,76
C000299;M000134;15/04/2024;5257,45
C000497;M000159;21/04/2024;4660,34
C001990;M000432;19/06/2023;2482,39
C000060;M000282;13/06/2023;1198,97
C001597;M000088;18/04/2023;8016,61
C000579;M000223;14/04/2023;9616,73
C000759;M000251;04/05/2024;8423,97
C000655;M000422;29/05/2024;6438,04
C001227;M000246;29/04/2024;438,08
C000712;M000220;09/04/2023;1569,52
C001288;M000084;20/06/2024;3201,39
C000942;M000307;27/04/2023;3855,75
C001794;M000443;29/06/2024;5138,16
C001521;M000123;02/06/2024;1043,23
C000369;M000264;19/04/2024;3744,95
C001163;M000192;26/05/2023;8198,87
C001194;M000486;18/05/2023;727,4
C000391;M000107;28/06/2024;956,65
C000696;M000234;09/06/2023;4486,22
C001127;M000059;10/04/2023;9421,24
C001164;M000173;10/06/2023;9496,23
C000411;M000346;30/05/2024;3756,83
C000093;M000456;15/05/2024;6272,46
C001722;M000346;18/06/2024;2383,79
C000351;M000087;13/06/2024;5516,13
C000148;M000249;31/05/2023;2250,52
C001019;M000114;15/05/2023;769,98
C001088;M000110;17/05/2024;9830,5
C000462;M000025;17/04/2024;9355,56
C000558;M000436;29/05/2023;9963,09
C000320;M000274;10/06/2024;7915,49
C001818;M000085;18/05/2023;3762,73
C000053;M000375;27/05/2023;2404,01
C001399;M000465;03/06/2023;7534,18
C000853;M000150;06/04/2023;2546,78
C000580;M000093;08/05/2024;5959,79
C001080;M000079;19/05/2023;6992,47
C000405;M000314;01/04/2023;9480,93
C000690;M000496;06/06/2024;2184,17
C001343;M000013;07/04/2023;4280,2
C000072;M000433;04/04/2023;3450,3
C000043;M000282;07/04/2023;6451,19
C001760;M000104;22/06/2023;146,69
C001810;M000326;28/04/2023;6892,48
C001544;M000208;04/05/2023;6591,25
C000463;M000013;22/05/2023;8338,24
C000563;M000147;24/04/2024;8361,54
C000140;M000087;05/04/2024;6456,58
C000048;M000470;29/05/2023;5744,03
C001020;M000081;26/06/2024;4374,38
C001612;M000110;11/06/2024;615,93
C000973;M000403;12/06/2023;4194,96
C001455;M000050;27/06/2023;6817,65
C001209;M000223;08/04/2023;7413,9
C000831;M000260;24/05/2023;7040,59
C001739;M000054;05/06/2023;5996,61
C000093;M000054;03/04/2024;1273,91
C001248;M000010;30/05/2023;8689,4
C001005;M000478;24/05/2023;341,43
C000570;M000449;26/05/2024;8129,8
C000383;M000496;06/06/2024;6422,25
C000901;M000051;26/04/2024;4999,26
C000459;M000371;21/04/2024;7070,05
C001776;M000291;03/05/2023;7274,08
C000506;M000350;23/06/2024;1592,0
C001590;M000065;10/04/2023;6400,8
C000134;M000377;09/06/2023;7710,42
C000498;M000460;25/05/2023;4153,77
C001389;M000465;27/06/2023;4155,51
C001358;M000052;28/05/2024;835,26
C000820;M000115;18/05/2023;4854,67
C001505;M000066;16/04/2024;5239,45
C000668;M000222;05/06/2023;2222,55
C000862;M000417;12/05/2024;5875,29
C000191;M000130;04/06/2024;3306,95
C001664;M000448;22/05/2023;4476,26
C001944;M000134;21/04/2024;4353,08
C001103;M000026;01/06/2024;7426,84
C001086;M000035;23/04/2023;2512,92
C000925;M000028;01/06/2024;1363,16
C000890;M000074;19/05/2023;4169,39
C000213;M000448;06/05/2024;9965,77
C000211;M000334;07/05/2024;2633,39
C000570;M000065;01/05/2024;5480,8
C000955;M000003;28/04/2023;6164,49
C001216;M000291;21/05/2023;2148,95
C000077;M000399;29/04/2024;2079,83
C001880;M000048;28/06/2023;7397,87
C001392;M000483;03/04/2024;7229,8
C000847;M000403;22/05/2024;688,87
C000956;M000400;27/06/2024;809,57
C001323;M000306;18/06/2024;1676,09
C001901;M000264;12/06/2024;5340,77
C001516;M000418;20/05/2023;6829,25
C000732;M000280;28/06/2024;4347,59
C001658;M000301;04/04/2023;1921,24
C000279;M000403;08/05/2024;1414,14
C001869;M000427;23/04/2023;6692,26
C000758;M000299;17/06/2023;2839,04
C001620;M000064;29/05/2023;1694,86
C001701;M000480;24/05/2024;7918,08
C000215;M000215;29/06/2023;1347,42
C000156;M000194;31/05/2023;2067,93
C000045;M000040;20/06/2024;1535,14
C000163;M000375;17/04/2023;2623,04
C000948;M000046;26/04/2023;120,11
C000179;M000179;13/06/2024;1860,71
C000392;M000280;01/05/2023;3038,03
C000118;M000278;14/05/2023;5804,15
C000512;M000138;07/06/2024;7633,43
C001201;M000281;02/04/2024;1087,17
C001232;M000409;07/04/2024;6932,33
C000331;M000245;25/04/2024;7641,21
C000898;M000381;27/05/2023;5023,08
C000205;M000358;18/06/2023;7868,57
C001957;M000469;23/04/2023;8637,63
C000580;M000491;28/06/2023;8639,29
C001656;M000398;11/05/2023;9892,82
C001399;M000139;19/04/2023;7302,21
C000958;M000303;20/06/2024;7690,87
C001788;M000140;02/06/2023;5948,67
C000044;M000253;21/06/2024;4768,56
C000709;M000120;14/04/2024;6474,83
C000462;M000480;26/04/2023;7620,02
C001541;M000069;23/05/2024;8598,64
C000323;M000253;01/04/2023;5625,55
C001823;M000367;09/04/2024;5708,66
C000077;M000120;19/04/2023;8996,94
C000117;M000021;22/05/2024;327,48
C001471;M000435;06/05/2024;4162,56
C000457;M000068;06/06/2024;6753,74
C000861;M000086;04/06/2024;6913,54
C001183;M000233;12/05/2024;9670,21
C000967;M000492;26/05/2023;3273,96
C000959;M000452;23/06/2023;7232,81
C001911;M000148;04/05/2024;7436,33
C000295;M000480;29/04/2024;9595,52
C000358;M000104;12/04/2023;1407,12
C001357;M000358;16/04/2024;1942,26
C000667;M000465;01/05/2024;6584,62
C001806;M000060;24/05/2024;877,43
C001793;M000327;24/04/2024;550,63
C000377;M000408;01/06/2023;7862,54
C000993;M000134;07/05/2024;417,57
C000184;M000474;15/06/2023;4564,45
C001132;M000412;28/04/2023;439,32
C001615;M000180;13/05/2023;9844,55
C001773;M000365;25/05/2024;7926,32
C001259;M000161;16/06/2024;7092,84
C000961;M000222;23/04/2023;9729,94
C000163;M000263;15/06/2024;5873,14
C001525;M000344;14/05/2024;4448,39
C000986;M000320;26/04/2024;4043,57
C001460;M000251;15/06/2023;4271,82
C000922;M000392;24/04/2023;4447,38
C001028;M000101;13/06/2023;4699,41
C000517;M000191;29/06/2024;9145,52
C001089;M000465;23/06/2024;1917,98
C001872;M000470;11/04/2024;974,26
C001543;M000061;13/04/2023;9470,74
C000629;M000210;11/06/2024;9155,08
C000559;M000266;23/04/2023;4941,74
C001895;M000249;04/04/2024;5349,1
C000026;M000057;14/05/2023;8237,54
C001092;M000078;20/06/2024;1216,61
C000640;M000226;04/06/2023;7265,13
C000973;M000375;15/06/2023;5653,79
C000438;M000185;24/05/2023;1982,79
C001413;M000037;03/04/2023;3006,89
C000081;M000302;01/04/2024;4324,29
C001632;M000182;09/06/2024;2813,98
C001607;M000421;02/04/2023;2239,49
C000296;M000336;01/06/2023;683,15
C000229;M000118;20/05/2023;7095,39
C000912;M000460;27/05/2023;5347,63
C001903;M000328;16/06/2024;6105,41
C000824;M000030;26/06/2024;255,03
C000247;M000128;23/04/2024;9196,84
C000048;M000120;04/05/2023;6643,17
C001309;M000401;08/06/2023;5968,76
C001945;M000094;06/05/2024;4940,62
C000396;M000112;01/04/2023;6898,61
C000599;M000385;09/05/2023;7163,68
C000656;M000264;24/06/2024;3810,61
C000166;M000160;13/05/2023;648,8
C001432;M000279;13/05/2023;351,86
C000681;M000395;19/05/2024;5551,28
C001091;M000024;09/04/2023;2809,86
C000777;M000282;22/06/2024;8518,3
C000397;M000057;22/06/2024;9973,39
C000356;M000419;10/05/2023;723,24
C001039;M000200;05/04/2023;7667,04
C001481;M000392;24/05/2023;7548,67
C000697;M000311;29/05/2024;6181,56
C000544;M000311;01/04/2023;6692,45
C001280;M000451;26/04/2023;9531,36
C000031;M000360;29/06/2024;1434,81
C000767;M000012;01/04/2024;2801,42
C001680;M000125;22/04/2023;8598,61
C000573;M000234;18/06/2023;4392,63
C000482;M000251;23/05/2023;5305,29
C000149;M000113;26/06/2023;3787,34
C000309;M000092;06/06/2023;2768,77
C001330;M000070;28/06/2024;3591,66
C001156;M000047;16/06/2024;3141,31
C001284;M000039;29/05/2024;8226,25
C000719;M000273;08/06/2024;8353,74
C001986;M000034;15/04/2023;6598,32
C000523;M000403;11/04/2023;3246,96
C001094;M000227;11/06/2024;4683,14
C001144;M000333;05/05/2024;7518,8
C000598;M000267;11/04/2023;8684,1
C001207;M000276;23/06/2023;1294,16
C000030;M000339;19/05/2023;4256,23
C000798;M000161;25/04/2024;5762,39
C000089;M000372;08/05/2023;4809,47
C001041;M000420;12/04/2023;9192,98
C000542;M000473;29/05/2023;3278,79
C000761;M000215;01/04/2024;8971,55
C000480;M000398;15/06/2024;9220,61
C000999;M000322;09/04/2024;5884,67
C001366;M000140;30/06/2023;7024,95
C001019;M000405;13/04/2023;7128,54
C001497;M000276;19/05/2023;932,75
C000335;M000021;18/06/2023;3629,57
C001588;M000404;29/05/2024;421,27
C000061;M000453;01/04/2023;6334,5
C000084;M000311;03/06/2024;5210,33
C001791;M000281;24/04/2023;569,58
C001407;M000248;16/05/2023;701,58
C000994;M000479;17/05/2023;8055,0
C000220;M000334;24/06/2023;1867,45
C000354;M000389;04/05/2023;7610,27
C000785;M000449;14/05/2024;244,52
C001586;M000081;24/04/2024;7566,27
C000091;M000137;28/04/2024;3163,87
C001674;M000333;20/06/2023;6889,51
C001104;M000041;15/04/2024;5351,12
C001493;M000182;27/04/2024;2128,75
C000760;M000305;15/05/2024;9069,96
C001302;M000062;08/04/2024;7654,78
C001391;M000051;17/05/2023;4378,97
C001945;M000117;24/06/2024;2049,9
C001677;M000255;10/06/2024;5988,64
C000602;M000055;23/05/2024;4201,82
C000105;M000160;02/04/2024;5845,24
C000865;M000085;28/06/2023;870,39
C000030;M000256;02/05/2024;7187,61
C000518;M000148;04/06/2023;9847,31
C001177;M000036;12/05/2023;5603,69
C000608;M000312;09/04/2023;1032,43
C001734;M000142;17/06/2024;7792,79
C000313;M000216;24/04/2024;6008,6
C001015;M000229;20/06/2024;7848,05
C000466;M000428;08/06/2024;2632,04
C001850;M000147;15/06/2024;6778,7
C001095;M000063;12/05/2023;5638,4
C000509;M000218;07/04/2023;7609,78
C001101;M000023;03/06/2024;2598,77
C000045;M000249;09/06/2023;4194,24
C001137;M000439;23/05/2024;1613,32
C000568;M000100;11/06/2024;9616,18
C001421;M000476;04/04/2023;1919,72
C001086;M000481;20/05/2024;811,2
C000865;M000425;12/04/2024;2420,05
C001235;M000363;26/06/2023;3894,06
C001801;M000139;01/05/2024;2653,32
C000365;M000142;17/06/2024;6508,36
C000080;M000412;08/06/2024;6068,54
C000679;M000472;16/06/2023;2794,15
C001437;M000025;10/05/2023;3868,05
C000885;M000470;13/05/2024;6643,61
C001363;M000306;02/06/2024;8239,41
C000806;M000116;19/05/2024;2940,73
C000375;M000181;16/06/2024;6733,85
C001977;M000180;27/04/2024;8407,47
C001466;M000387;01/04/2023;1830,71
C001995;M000252;29/05/2023;1274,66
C001291;M000020;11/05/2023;2103,4
C001616;M000156;14/05/2024;2502,51
C001201;M000272;05/05/2023;9189,93
C000982;M000035;07/05/2023;2656,94
C001241;M000484;21/06/2024;5903,89
C001514;M000373;19/06/2023;5664,48
C001096;M000419;21/06/2024;1509,72
C000464;M000206;04/05/2024;3972,77
C000265;M000142;07/04/2024;935,79
C000840;M000052;16/04/2023;6464,56
C001455;M000404;03/04/2024;5002,84
C001559;M000298;26/06/2023;5864,38
C000068;M000033;12/06/2024;9105,5
C000989;M000079;07/05/2024;595,87
C001434;M000018;06/04/2024;1717,28
C001928;M000175;06/04/2024;6038,98
C000051;M000163;08/05/2023;2465,56
C000777;M000334;29/05/2024;4331,5
C001065;M000146;16/06/2023;9767,87
C000691;M000369;11/04/2024;6900,28
C001219;M000278;02/05/2023;2703,32
C001399;M000371;08/04/2023;7505,32
C000336;M000156;22/05/2024;8658,3
C001086;M000359;24/06/2023;5191,91
C000264;M000320;15/06/2024;9468,03
C000713;M000214;15/05/2024;6264,22
C001742;M000290;17/05/2024;5472,19
C001683;M000142;24/05/2023;5131,14
C001646;M000378;07/06/2024;2667,92
C000829;M000373;13/06/2023;3559,76
C001343;M000455;04/05/2024;8602,92
C000214;M000429;11/05/2023;9165,01
C000858;M000087;16/05/2024;9120,46
C001586;M000412;08/04/2024;6167,48
C001417;M000341;28/04/2023;2470,71
C001172;M000269;05/04/2024;9654,19
C000839;M000274;12/05/2023;9464,37
C000402;M000158;01/06/2023;9064,57
C001443;M000487;01/06/2024;5463,85
C001849;M000167;29/05/2023;7984,4
C001232;M000399;06/06/2024;4661,69
C000499;M000001;17/04/2023;1360,3
C001067;M000079;05/04/2024;4089,03
C000877;M000196;26/06/2023;7198,41
C000280;M000445;03/04/2024;2505,53
C000521;M000372;10/05/2023;5130,97
C001093;M000106;01/05/2023;1303,58
C001957;M000028;29/05/2024;8648,48
C000609;M000377;16/04/2024;2336,67
C001984;M000033;08/05/2023;7953,11
C000490;M000244;12/04/2024;3446,64
C000864;M000127;18/04/2023;9322,4
C001503;M000235;18/05/2024;6172,46
C000745;M000363;01/06/2024;2184,06
C000044;M000498;29/06/2024;6043,49
C000789;M000272;01/05/2024;2374,93
C001281;M000092;16/04/2024;9392,29
C001679;M000126;30/06/2023;717,03
C001230;M000170;15/04/2023;4841,43
C001183;M000030;27/04/2024;3258,87
C001357;M000318;24/04/2023;529,16
C000581;M000412;19/06/2024;1290,61
C000998;M000100;09/05/2024;984,65
C000048;M000329;17/06/2024;4596,86
C000195;M000351;15/05/2023;4287,8
C000979;M000214;12/04/2023;4415,38
C001225;M000384;15/04/2024;6544,73
C001922;M000119;15/06/2023;7912,44
C000682;M000326;18/05/2024;597,78
C001387;M000489;12/06/2024;5584,56
C000054;M000412;23/05/2024;1116,29
C000463;M000127;04/04/2024;3144,29
C001621;M000462;01/06/2024;9357,2
C001240;M000277;14/06/2023;2732,63
C000443;M000057;18/04/2024;9697,38
C001385;M000433;16/05/2024;300,56
C000870;M000092;30/06/2024;1200,53
C000510;M000452;11/05/2024;3842,02
C000520;M000191;12/04/2023;7449,59
C001580;M000154;30/06/2023;9293,44
C000810;M000137;05/05/2023;1101,16
C001865;M000301;02/05/2023;1091,63
C001193;M000397;25/04/2024;2303,91
C001864;M000252;21/06/2023;2311,24
C001351;M000360;15/06/2023;7054,88
C000657;M000498;01/04/2023;9555,86
C001272;M000131;02/04/2023;4616,47
C000424;M000409;02/06/2023;1771,5
C000492;M000493;16/05/2023;3217,73
C000515;M000461;13/05/2023;2232,93
C001287;M000416;18/04/2024;3580,69
C000456;M000285;04/06/2024;9172,82
C000434;M000121;28/04/2024;8483,38
C000010;M000173;08/04/2024;9293,58
C001809;M000157;28/06/2024;7503,5
C000949;M000466;26/05/2024;5790,18
C001322;M000321;08/04/2024;6483,74
C001455;M000203;25/06/2023;1717,85
C001361;M000438;25/06/2024;1939,19
C000118;M000162;01/05/2024;5418,03
C001269;M000440;25/05/2024;8309,71
C001390;M000236;14/04/2024;7187,31
C001341;M000256;25/06/2023;9059,69
C000755;M000330;11/06/2023;5430,38
C001333;M000205;15/05/2023;5549,94
C000315;M000421;11/06/2023;5181,57
C001835;M000389;28/06/2023;1933,34
C000007;M000126;19/06/2023;6658,07
C001719;M000059;08/05/2024;6176,04
C001269;M000040;10/06/2024;8550,35
C001592;M000448;17/05/2023;9791,12
C001175;M000430;16/05/2024;680,41
C000364;M000312;10/04/2024;7490,99
C001413;M000348;12/04/2024;8500,27
C001795;M000167;09/04/2023;3660,28
C000891;M000272;03/04/2024;9302,27
C000036;M000162;07/05/2024;1093,56
C001698;M000427;11/06/2024;9512,66
C000011;M000185;24/04/2024;7373,68
C000473;M000357;03/05/2023;3570,13
C001309;M000325;25/04/2024;8045,35
C001703;M000105;04/05/2024;2636,32
C000086;M000292;30/06/2024;4503,0
C001518;M000380;17/06/2024;6910,59
C001814;M000265;23/05/2024;7851,15
C001586;M000365;03/05/2024;7721,16
C001855;M000294;29/06/2024;3715,35
C000751;M000057;18/06/2024;4715,94
C000734;M000384;13/05/2024;7291,88
C000576;M000199;27/04/2023;3147,95
C000082;M000348;22/05/2023;8387,85
C001126;M000471;05/04/2023;6836,51
C000919;M000498;05/06/2024;4696,04
C001976;M000256;18/04/2023;3006,9
C000716;M000498;30/05/2024;4091,5
C000967;M000119;17/05/2024;4801,13
C000606;M000362;05/05/2024;9537,23
C001911;M000023;17/04/2024;1403,57
C001243;M000302;23/04/2024;1970,16
C001572;M000279;20/04/2024;9233,07
C000944;M000133;26/05/2023;6118,13
C001671;M000174;16/04/2023;3414,83
C000374;M000057;30/05/2024;314,45
C000570;M000093;13/04/2024;721,76
C001516;M000474;19/04/2024;2503,08
C001093;M000169;20/04/2024;144,65
C001265;M000370;28/06/2024;1789,61
C001026;M000471;16/05/2024;9512,48
C001199;M000068;04/06/2024;4607,06
C000347;M000291;23/06/2024;6411,85
C001623;M000414;02/05/2023;6486,21
C001018;M000046;26/06/2023;8614,45
C000811;M000264;17/06/2023;1042,92
C000355;M000094;05/05/2024;9130,76
C000438;M000225;11/06/2023;8700,08
C000340;M000097;08/05/2024;7939,69
C001318;M000439;12/04/2023;985,11
C001252;M000175;26/06/2023;9392,51
C001025;M000104;19/06/2023;5624,82
C001054;M000271;03/05/2023;1600,17
C000487;M000223;06/06/2023;729,78
C000243;M000498;02/05/2023;9327,09
C000505;M000152;05/06/2024;3974,95
C001632;M000336;21/06/2024;8580,88
C001788;M000281;22/04/2024;2967,09
C000331;M000023;01/06/2023;1538,86
C001575;M000045;11/04/2023;9483,47
C001108;M000385;21/06/2024;790,44
C001737;M000100;01/05/2024;9232,17
C001555;M000209;03/04/2024;101,38
C001583;M000353;27/05/2023;2942,55
C000893;M000392;12/06/2023;1189,22
C000062;M000360;19/05/2023;9799,96
C001350;M000292;13/06/2024;1845,53
C000289;M000351;09/05/2024;8283,05
C001938;M000351;21/06/2023;9524,66
C001808;M000191;02/04/2024;1104,54
C000966;M000400;20/05/2024;4359,05
C001949;M000330;08/05/2024;2345,19
C001389;M000099;07/05/2024;2849,28
C001629;M000397;14/06/2023;994,62
C001036;M000191;23/06/2024;5861,5
C000222;M000366;28/04/2023;8839,3
C000304;M000260;27/04/2024;4256,54
C001662;M000165;09/06/2023;177,1
C001244;M000179;09/04/2024;6905,23
C001403;M000148;25/04/2023;9652,59
C001725;M000267;23/06/2024;6398,74
C001624;M000426;19/06/2024;2019,59
C000447;M000327;20/06/2023;2557,83
C000682;M000381;24/05/2024;7140,24
C000472;M000202;03/04/2024;1321,74
C001579;M000109;29/06/2024;4921,68
C001222;M000279;06/04/2024;5732,74
C000352;M000086;29/06/2024;5837,42
C001402;M000252;12/05/2023;7118,09
C001765;M000158;03/05/2023;1548,3
C000489;M000381;12/04/2024;9750,27
C000502;M000091;10/04/2024;358,6
C000705;M000115;05/04/2024;8844,07
C001632;M000285;05/05/2024;2633,95
C001424;M000416;11/04/2023;1666,22
C001830;M000383;09/05/2024;2020,33
C000987;M000073;03/05/2023;635,85
C000109;M000479;27/05/2024;414,6
C001927;M000490;31/05/2023;5596,79
C001499;M000358;08/06/2023;161,19
C000692;M000295;27/05/2024;6926,46
C000966;M000479;07/05/2024;4444,18
C000997;M000138;18/05/2023;3394,19
C001941;M000272;08/05/2024;9086,24
C000366;M000375;03/06/2023;5465,89
C001780;M000183;13/06/2024;2386,88
C000319;M000392;22/04/2024;6655,76
C001113;M000230;16/04/2024;4776,69
C001500;M000055;07/04/2023;4128,25
C000662;M000253;17/05/2023;953,99
C000611;M000348;23/04/2023;691,22
