cliente;prodotto;giorno;quantity
C001845;M000200;04/08/2023;8953,77
C001105;M000128;07/08/2023;4426,9
C001060;M000155;03/04/2023;9275,19
C001271;M000358;11/09/2024;6601,82
C000933;M000025;17/02/2023;4800,27
C000528;M000267;17/06/2024;2863,55
C000585;M000032;19/08/2024;1514,04
C001736;M000303;06/04/2024;5987,96
C001822;M000304;21/08/2023;4983,73
C001467;M000434;27/09/2023;5118,69
C000342;M000182;29/07/2024;3825,36
C001929;M000151;26/05/2024;1649,38
C000279;M000289;25/11/2023;5394,68
C000945;M000349;16/10/2024;9197,13
C000160;M000497;24/12/2024;7910,83
C000923;M000316;28/06/2023;1831,41
C001646;M000383;31/10/2023;1239,58
C000313;M000371;19/07/2023;5833,56
C001994;M000479;11/12/2023;8249,74
C000611;M000081;27/12/2023;2737,22
C001448;M000102;05/10/2023;3539,62
C000210;M000314;13/03/2023;8123,27
C000199;M000011;15/04/2023;9725,62
C001234;M000098;11/12/2024;6469,75
C001507;M000249;29/07/2024;9417,71
C000068;M000042;30/05/2023;5503,57
C001381;M000498;30/10/2024;3408,12
C001578;M000234;15/01/2023;3307,86
C000258;M000249;28/06/2023;3253,57
C000262;M000308;18/01/2023;8138,89
C001276;M000066;01/08/2024;6225,2
C001245;M000315;11/10/2023;2978,23
C000248;M000308;28/10/2023;1413,63
C000250;M000464;02/11/2023;9731,19
C000867;M000125;04/06/2024;3360,9
C000505;M000406;03/02/2023;6484,94
C001740;M000035;15/06/2023;8560,35
C000458;M000389;20/04/2023;5944,82
C000336;M000020;08/07/2023;1016,2
C000988;M000142;20/07/2024;827,98
C001194;M000023;09/06/2023;2515,67
C000703;M000363;14/10/2023;9000,27
C000958;M000173;21/06/2024;7985,57
C001580;M000416;05/11/2023;5699,25
C001933;M000250;08/05/2024;4975,54
C000542;M000159;05/05/2024;6683,26
C000094;M000004;14/01/2023;4985,98
C000770;M000423;13/08/2023;4034,96
C000950;M000063;19/12/2023;8864,05
C001435;M000378;02/11/2024;5433,56
C000880;M000034;12/06/2024;7345,6
C000261;M000409;22/04/2023;6365,14
C001972;M000245;06/07/2023;2891,29
C000987;M000431;18/05/2024;8848,57
C000484;M000220;31/12/2024;8516,58
C000713;M000286;08/12/2024;6970,6
C000572;M000224;05/04/2024;5568,36
C000116;M000136;08/05/2023;6891,45
C001987;M000487;19/11/2024;7741,45
C000412;M000459;29/04/2023;4837,61
C001362;M000446;13/07/2024;4827,46
C000348;M000195;11/10/2024;4330,0
C000349;M000104;26/09/2023;3425,29
C000334;M000462;09/11/2023;8325,77
C001675;M000255;16/05/2024;6633,96
C000436;M000165;11/02/2024;2042,03
C001995;M000117;04/07/2023;9934,63
C000964;M000427;01/02/2024;7894,97
C001246;M000150;27/02/2024;6129,25
C001349;M000202;12/04/2024;8416,42
C001664;M000068;15/07/2024;5576,39
C000395;M000367;29/11/2023;9527,58
C000658;M000238;09/08/2024;1792,88
C001877;M000497;16/06/2024;8981,72
C000721;M000174;28/05/2023;7613,5
C001996;M000264;01/06/2023;4216,58
C000455;M000172;10/09/2023;6593,66
C001538;M000415;04/11/2023;8172,67
C001110;M000320;18/06/2024;9201,61
C001608;M000277;18/08/2023;7934,48
C001824;M000108;24/12/2024;1823,97
C000271;M000500;22/02/2024;1156,39
C000390;M000158;21/01/2024;4234,56
C001847;M000279;26/05/2023;3898,46
C001810;M000374;12/10/2023;8690,78
C001766;M000158;06/03/2023;4315,93
C000781;M000231;30/01/2023;2438,8
C001510;M000016;08/05/2023;5644,77
C000076;M000439;14/09/2023;2989,57
C000402;M000008;19/12/2023;9303,62
C001395;M000291;16/10/2023;7553,74
C001960;M000242;04/08/2023;8769,47
C000338;M000082;14/11/2023;9541,88
C000237;M000407;07/07/2023;8393,74
C000180;M000407;16/10/2024;4163,3
C001206;M000079;18/04/2023;413,09
C000092;M000376;10/07/2023;9692,83
C001480;M000307;05/07/2023;9672,41
C001897;M000262;18/06/2024;6910,1
C000182;M000322;22/02/2023;6368,91
C000767;M000396;19/10/2024;9482,02
C001421;M000039;27/09/2023;1736,48
C000519;M000046;02/02/2024;2938,7
C001144;M000500;18/02/2024;7460,75
C000663;M000461;26/06/2024;5770,5
C000621;M000184;23/06/2024;760,3
C000412;M000050;18/06/2023;2526,86
C000916;M000185;19/08/2024;5879,1
C001081;M000424;19/10/2024;2449,69
C001810;M000046;05/03/2024;9838,75
C001513;M000310;30/12/2023;9092,86
C001951;M000171;19/05/2024;3870,0
C000654;M000209;18/01/2023;5370,49
C000047;M000137;22/09/2024;8426,72
C001483;M000198;17/01/2024;6528,58
C000070;M000170;31/01/2024;1245,46
C001053;M000481;09/05/2024;6551,61
C000890;M000335;09/12/2024;3011,4
C000026;M000079;27/03/2023;4447,16
C000222;M000368;30/12/2024;5589,48
C001451;M000136;05/01/2024;9009,72
C001915;M000317;03/01/2024;3425,08
C001237;M000290;05/01/2023;6439,8
C000242;M000094;20/02/2023;9301,81
C000006;M000360;19/05/2023;504,77
C000038;M000390;23/06/2024;9686,17
C001629;M000307;04/11/2023;6716,09
C000633;M000432;01/03/2024;807,62
C001151;M000197;15/10/2023;2929,63
C000817;M000437;28/12/2023;725,83
C001441;M000051;24/03/2024;7544,3
C001215;M000277;18/06/2023;4774,76
C000455;M000497;11/04/2023;7991,09
C001027;M000214;21/01/2023;6212,57
C000216;M000095;01/02/2024;8402,63
C001276;M000359;10/02/2024;8055,55
C001040;M000476;12/05/2024;5620,76
C001086;M000328;20/02/2024;541,88
C001326;M000266;28/11/2023;6392,56
C001542;M000161;27/09/2023;6769,53
C000925;M000362;06/07/2024;7164,17
C001388;M000317;09/01/2023;1159,46
C001188;M000112;11/04/2024;5759,61
C000967;M000023;16/06/2023;4063,68
C000854;M000365;28/05/2024;1323,19
C000457;M000437;15/07/2024;233,86
C001653;M000037;04/02/2023;7920,68
C001429;M000234;27/03/2023;2370,52
C001725;M000014;01/06/2024;4994,5
C000919;M000442;14/09/2023;7509,33
C000801;M000212;08/08/2024;2480,88
C000952;M000322;03/02/2024;4738,53
C000869;M000472;14/03/2024;3606,77
C000898;M000155;22/08/2023;7984,14
C001109;M000368;11/06/2024;5858,19
C001942;M000011;01/08/2023;8149,71
C000601;M000423;12/02/2024;5032,06
C000582;M000359;05/01/2024;193,71
C000194;M000360;18/01/2023;532,37
C001644;M000132;30/06/2023;1198,61
C001756;M000087;01/04/2023;8234,47
C001170;M000299;15/11/2023;6190,95
C000365;M000381;22/07/2024;8472,48
C000125;M000298;22/07/2023;2996,91
C001273;M000452;10/05/2024;7494,28
C001552;M000014;23/03/2024;1415,53
C001313;M000262;18/04/2023;3100,24
C001483;M000354;14/07/2024;7472,21
C001725;M000388;07/07/2024;2998,02
C001585;M000179;19/12/2023;9674,48
C000224;M000483;26/10/2024;3296,18
C000874;M000288;03/07/2023;3280,78
C001190;M000497;18/08/2023;3047,44
C001713;M000089;30/03/2024;412,11
C000287;M000388;28/06/2024;654,84
C001752;M000496;29/10/2024;9195,67
C000932;M000092;25/04/2024;2903,22
C000772;M000202;11/12/2024;8950,82
C000411;M000169;27/12/2024;8326,45
C001271;M000281;05/07/2024;6408,14
C000315;M000488;15/02/2024;2171,59
C000871;M000293;11/01/2023;6254,34
C001409;M000339;04/10/2023;1251,18
C000965;M000471;16/08/2024;6175,33
C001263;M000253;04/11/2023;4359,79
C001336;M000466;25/08/2024;4353,45
C000587;M000236;05/01/2024;4304,63
C000809;M000500;06/03/2023;7028,94
C001976;M000021;09/11/2024;1782,98
C001334;M000130;12/07/2024;3163,92
C000354;M000031;11/08/2024;1137,9
C000469;M000321;10/03/2024;6965,21
C001989;M000259;29/06/2023;3386,22
C000084;M000249;06/08/2024;772,74
C001328;M000020;07/04/2024;6224,45
C001318;M000402;15/04/2024;6252,6
C001448;M000280;28/08/2024;664,57
C000256;M000388;12/03/2024;4225,62
C000171;M000168;31/03/2024;6766,41
C001750;M000266;11/06/2023;1566,49
C001934;M000148;20/08/2024;7901,84
C001728;M000300;08/01/2024;3076,18
C000036;M000216;15/01/2024;496,05
C001217;M000090;22/10/2024;940,73
C001800;M000278;27/04/2023;159,15
C000180;M000225;30/08/2023;7279,15
C000822;M000062;06/04/2024;9324,93
C000774;M000127;24/01/2024;3906,62
C000673;M000089;17/11/2024;6283,4
C001882;M000243;17/01/2024;6795,12
C001414;M000179;04/03/2024;909,87
C000187;M000127;27/05/2023;3591,07
C000274;M000373;22/05/2024;5559,41
C000300;M000370;04/06/2023;447,69
C001185;M000146;10/09/2023;4797,12
C001395;M000206;13/02/2023;7312,41
C001166;M000378;25/03/2024;6242,2
C001550;M000486;28/02/2024;2604,57
C000857;M000139;11/03/2024;915,05
C001360;M000113;04/08/2023;6925,78
C000985;M000486;28/03/2024;9486,36
C001676;M000400;02/02/2024;201,88
C000853;M000385;08/09/2024;8314,25
C000105;M000021;18/10/2023;3823,1
C000480;M000047;14/05/2024;7090,22
C000750;M000033;18/10/2024;964,67
C001032;M000062;21/02/2023;6512,15
C000125;M000150;06/01/2023;9396,88
C001636;M000116;06/04/2023;4779,64
C000166;M000076;13/02/2023;7163,34
C001296;M000245;09/10/2023;7344,58
C000832;M000301;12/12/2024;7746,37
C001780;M000235;22/09/2024;4118,48
C001136;M000098;09/12/2023;2467,6
C000004;M000295;14/01/2024;4753,12
C000510;M000081;07/08/2024;1964,46
C000851;M000449;08/04/2023;4203,01
C000396;M000439;25/08/2023;6908,0
C001421;M000358;10/10/2023;8530,54
C000426;M000103;29/01/2024;2809,49
C000457;M000200;10/05/2024;644,41
C000362;M000229;18/03/2024;4288,26
C000074;M000085;11/07/2024;5244,64
C000423;M000149;12/11/2024;4554,08
C001392;M000091;06/05/2024;2888,17
C001164;M000090;06/05/2023;2084,17
C001759;M000007;31/08/2023;2351,49
C000005;M000247;07/05/2023;8152,66
C001777;M000305;24/02/2023;8262,05
C000916;M000162;22/11/2023;3565,79
C000168;M000033;11/03/2023;4139,72
C000705;M000084;15/09/2023;4336,29
C001455;M000126;16/07/2024;9199,52
C001601;M000286;04/08/2024;7713,76
C000927;M000326;05/07/2024;2915,6
C000255;M000401;01/01/2024;2502,56
C000640;M000455;20/01/2023;1728,12
C000212;M000368;05/09/2024;8146,07
C000366;M000211;08/01/2023;4848,2
C001065;M000232;28/07/2024;8296,95
C000257;M000238;14/09/2024;7239,36
C000579;M000463;31/07/2024;9292,8
C001846;M000008;10/09/2023;5781,81
C001710;M000360;30/09/2024;6082,4
C000520;M000442;17/03/2024;2560,47
C001302;M000323;20/03/2023;5260,27
C000052;M000266;26/07/2024;1823,59
C000187;M000255;28/10/2024;5993,0
C001379;M000322;10/11/2023;5300,15
C001607;M000129;24/10/2024;6422,05
C001797;M000363;08/12/2023;7963,92
C000144;M000421;12/08/2023;8658,37
C000416;M000091;07/05/2023;4266,9
C001790;M000029;01/01/2024;6949,02
C001875;M000079;27/04/2023;2699,59
C001374;M000066;30/12/2024;6258,0
C000792;M000460;07/07/2023;731,93
C001618;M000471;31/07/2023;3113,61
C001046;M000151;01/04/2024;3120,76
C001588;M000341;05/11/2023;416,49
C001972;M000071;29/08/2023;1270,91
C001234;M000201;19/07/2024;603,52
C001119;M000327;02/11/2023;6056,81
C000818;M000238;21/12/2023;4564,34
C001875;M000377;21/12/2024;2933,19
C001823;M000055;02/12/2024;1075,39
C000583;M000499;19/02/2024;6612,62
C001191;M000308;22/01/2024;3181,5
C001739;M000275;17/06/2023;9421,3
C001625;M000025;14/08/2024;1030,78
C001151;M000209;23/05/2023;8752,47
C001652;M000222;29/01/2023;8087,11
C000690;M000227;22/06/2023;8275,14
C001289;M000122;08/10/2024;4809,34
C000510;M000347;14/09/2023;1816,23
C001989;M000416;13/07/2024;3261,87
C001542;M000268;27/11/2023;3254,67
C001523;M000017;18/12/2023;2000,67
C001695;M000243;30/01/2024;8320,62
C000249;M000104;21/08/2024;6141,91
C000661;M000496;25/02/2023;8712,26
C001366;M000387;17/05/2023;6551,06
C000125;M000334;23/06/2024;5294,63
C000324;M000293;17/03/2023;7976,54
C001718;M000236;19/08/2023;7139,17
C000523;M000464;04/06/2023;6552,95
C000524;M000233;23/03/2024;8823,44
C000137;M000052;10/04/2023;5483,17
C001261;M000126;26/03/2023;592,73
C001184;M000074;03/09/2024;3724,26
C001979;M000469;31/01/2023;6555,32
C001594;M000209;04/10/2024;5536,5
C001529;M000472;03/01/2023;8425,56
C000870;M000397;19/07/2024;1899,84
C000984;M000075;11/08/2023;5200,42
C000449;M000417;22/08/2024;352,67
C000400;M000253;16/04/2024;976,36
C001981;M000194;24/11/2024;7746,46
C001249;M000088;07/12/2024;6322,8
C000194;M000320;17/01/2023;8203,37
C001447;M000361;24/05/2024;6822,25
C000511;M000320;26/07/2023;9273,55
C000966;M000307;13/09/2023;5286,35
C001716;M000045;20/05/2024;151,08
C001828;M000353;30/08/2024;7024,56
C001213;M000229;05/12/2023;2760,73
C000856;M000148;16/12/2023;8579,31
C000256;M000099;26/05/2024;7392,16
C001055;M000167;18/12/2023;4918,42
C001352;M000130;07/01/2023;6686,41
C001925;M000084;13/01/2024;6484,87
C001170;M000119;25/11/2024;6178,8
C000710;M000393;15/03/2023;1595,41
C001652;M000168;29/07/2023;5898,76
C000825;M000030;14/11/2023;2761,0
C000708;M000182;04/01/2023;5674,17
C000636;M000360;25/06/2024;9188,85
C001958;M000430;17/10/2024;4546,71
C001384;M000084;21/08/2023;2290,86
C001025;M000138;03/01/2023;1835,08
C001822;M000302;01/04/2024;7570,46
C001138;M000352;27/08/2024;2435,28
C000111;M000305;19/09/2023;4523,17
C001278;M000356;01/01/2024;921,65
C000036;M000004;01/11/2023;4584,86
C000188;M000485;10/11/2024;7065,97
C001075;M000355;12/11/2024;3752,44
C001456;M000452;24/12/2023;6037,42
C000954;M000214;24/06/2023;7711,71
C000011;M000142;13/07/2023;9992,43
C001703;M000427;05/05/2023;2339,94
C001900;M000151;06/03/2024;7433,39
C001594;M000350;28/06/2024;2921,48
C000650;M000387;30/04/2023;5215,86
C001779;M000043;24/04/2023;2797,99
C001919;M000189;10/05/2024;6792,57
C000390;M000492;02/04/2024;2866,6
C001226;M000437;11/02/2023;1538,42
C000569;M000232;26/04/2023;5215,42
C000214;M000128;07/07/2023;6945,28
C000032;M000395;14/05/2024;103,48
C001808;M000008;28/04/2024;9436,7
C001968;M000418;19/08/2024;6947,75
C001834;M000455;15/11/2023;5026,38
C000414;M000156;21/12/2023;5676,29
C000554;M000429;26/09/2024;3979,1
C000106;M000084;19/06/2024;6055,2
C000836;M000276;05/03/2024;7783,67
C001624;M000199;03/11/2023;2960,69
C000866;M000320;13/07/2023;983,29
C000369;M000051;13/01/2023;1383,22
C001631;M000235;01/10/2024;2397,59
C000696;M000291;07/02/2024;9633,5
C001453;M000448;12/02/2023;828,66
C000839;M000108;28/09/2024;5834,05
C000538;M000258;16/12/2023;4435,33
C000716;M000213;23/02/2024;5638,32
C001271;M000034;06/12/2023;2403,68
C001214;M000088;27/08/2023;3968,97
C001556;M000440;15/03/2024;2919,74
C000092;M000225;15/12/2024;8439,61
C000040;M000022;19/12/2024;8502,73
C000530;M000118;16/08/2023;5567,63
C000659;M000346;14/08/2024;4008,86
C000445;M000241;06/10/2024;2369,78
C001261;M000279;14/07/2023;8430,21
C001281;M000424;17/06/2023;4964,35
C001483;M000273;25/05/2024;4715,68
C001084;M000499;15/12/2023;5943,02
C001590;M000283;12/10/2023;8728,32
C001475;M000349;18/07/2024;8981,06
C001262;M000326;09/12/2024;1427,31
C000561;M000132;23/09/2023;1508,39
C001256;M000432;14/02/2023;7915,4
C000897;M000018;14/06/2023;4633,63
C001275;M000140;14/10/2023;1939,58
C001704;M000149;11/06/2024;994,82
C001086;M000164;12/04/2024;9905,79
C000555;M000486;31/12/2023;8190,05
C000582;M000384;28/06/2024;2900,73
C001260;M000487;13/03/2023;2968,64
C001010;M000281;18/05/2023;7275,49
C001900;M000485;19/01/2024;4916,02
C000140;M000005;07/07/2024;7322,72
C001252;M000436;16/04/2024;6380,38
C001258;M000402;24/08/2023;9365,92
C000900;M000212;22/02/2024;7500,3
C000667;M000115;25/08/2023;1832,89
C000827;M000325;17/03/2023;1272,14
C000243;M000403;10/03/2024;9542,72
C000164;M000039;14/08/2023;8273,14
C000444;M000301;02/09/2024;4162,15
C000696;M000448;12/07/2024;8751,46
C001970;M000310;14/03/2023;210,07
C000549;M000115;04/10/2023;2342,52
C000984;M000107;10/11/2024;4515,12
C000357;M000141;25/12/2023;1783,3
C000843;M000363;19/03/2023;5468,06
C000331;M000019;12/02/2024;4626,4
C000647;M000163;18/03/2023;1955,88
C000497;M000305;03/02/2024;6931,32
C000571;M000219;20/09/2023;3735,97
C001096;M000373;04/04/2024;5567,94
C000212;M000072;18/08/2024;1002,66
C001780;M000425;29/09/2024;8569,7
C000120;M000313;08/09/2023;1821,13
C001128;M000108;02/02/2023;2772,09
C001563;M000080;28/08/2023;3159,23
C001834;M000202;08/06/2023;2022,48
C001024;M000368;18/08/2023;7129,3
C000813;M000477;05/08/2024;5647,8
C001875;M000329;11/04/2023;7295,95
C001183;M000208;03/09/2023;6349,17
C000398;M000048;13/09/2023;756,98
C001115;M000425;21/08/2023;7391,37
C000138;M000029;24/08/2024;1104,3
C001879;M000301;22/02/2023;1284,56
C001588;M000389;24/06/2024;7180,55
C001524;M000202;28/10/2023;6231,23
C001076;M000235;18/12/2023;2919,58
C000687;M000218;16/02/2023;6164,89
C000159;M000093;15/06/2024;404,33
C000601;M000465;07/09/2023;7771,19
C000775;M000155;16/05/2024;7143,47
C001761;M000220;28/05/2024;7471,51
C001097;M000438;10/10/2024;5055,41
C000198;M000068;30/07/2024;3574,54
C001885;M000333;21/03/2023;8340,84
C001078;M000437;01/07/2024;4594,13
C000442;M000429;05/09/2023;9871,09
C000518;M000463;24/06/2023;1866,71
C001797;M000010;22/10/2023;4753,8
C000941;M000350;14/11/2023;2812,61
C000008;M000205;16/08/2023;1104,43
C001976;M000040;18/11/2024;145,57
C000694;M000300;29/05/2023;5160,02
C001802;M000280;01/10/2024;6401,24
C001941;M000434;13/11/2023;9127,71
C001299;M000138;29/10/2023;9548,16
C000695;M000432;01/05/2024;8608,91
C000944;M000212;19/06/2024;7983,82
C001148;M000475;01/07/2024;1850,49
C000574;M000014;06/04/2023;7828,72
C001460;M000405;30/07/2024;5801,87
C001683;M000122;28/06/2023;5728,35
C000059;M000390;25/05/2023;5842,0
C001157;M000347;08/10/2023;1907,63
C001608;M000297;27/05/2024;3787,58
C001132;M000340;05/11/2023;8876,02
C000867;M000375;21/03/2023;4694,16
C000606;M000393;27/03/2024;8979,83
C000787;M000446;09/04/2023;2206,54
C001967;M000020;01/07/2024;2246,01
C001767;M000392;12/04/2023;1623,07
C000308;M000437;07/07/2024;8113,7
C000433;M000161;29/10/2023;8588,11
C000421;M000053;03/05/2024;5923,14
C000343;M000475;31/01/2024;1879,25
C000476;M000180;27/01/2023;9764,72
C000596;M000372;16/07/2023;9637,85
C000949;M000408;06/03/2024;5605,38
C000885;M000055;27/05/2024;7743,4
C001733;M000049;19/08/2023;8303,29
C001378;M000328;15/05/2023;2643,62
C001077;M000259;08/07/2023;4632,32
C000258;M000254;04/09/2024;5902,62
C001155;M000182;13/03/2023;3779,41
C001114;M000450;08/04/2024;6260,55
C001432;M000039;21/05/2024;3678,54
C001800;M000005;22/09/2023;5650,62
C000677;M000447;27/10/2023;1975,08
C001779;M000079;18/05/2024;8531,57
C000889;M000292;23/11/2024;3877,57
C000580;M000456;27/09/2023;404,93
C000776;M000099;21/10/2023;1390,34
C000904;M000443;03/05/2024;5596,97
C001468;M000089;02/11/2024;2087,12
C000191;M000374;30/05/2023;384,8
C000707;M000049;14/03/2023;7335,6
C001783;M000056;22/09/2023;9372,37
C000662;M000088;08/06/2024;4301,55
C001139;M000005;02/01/2024;6536,39
C001105;M000375;15/03/2023;5715,96
C001271;M000217;25/02/2023;507,0
C001377;M000094;04/02/2024;7179,78
C000710;M000067;09/10/2023;8179,3
C001135;M000431;22/05/2024;730,3
C001843;M000385;13/09/2023;9250,36
C000495;M000456;15/02/2023;1686,63
C000749;M000185;20/08/2024;688,83
C000866;M000321;30/12/2023;5153,45
C000554;M000039;08/01/2023;4686,6
C001988;M000384;19/04/2024;6731,58
C000398;M000219;01/09/2023;3687,28
C001337;M000019;15/09/2023;8477,22
C000454;M000389;19/02/2024;6470,63
C000940;M000439;22/06/2024;843,75
C000839;M000314;16/11/2024;4528,59
C001166;M000124;26/11/2024;478,04
C001884;M000407;11/07/2024;5392,05
C001851;M000245;12/12/2024;6991,55
C001380;M000277;07/03/2024;1458,88
C000629;M000174;19/02/2023;661,6
C000574;M000415;03/02/2023;6332,05
C000306;M000026;02/08/2024;7851,19
C000984;M000439;19/06/2024;8916,27
C000407;M000280;23/02/2023;1361,52
C001457;M000443;23/08/2023;9372,16
C000104;M000420;27/02/2023;1173,14
C001034;M000301;26/08/2024;5686,08
C000940;M000336;20/05/2024;5564,0
C000212;M000285;20/04/2023;6520,18
C001561;M000483;21/12/2023;8510,97
C001006;M000048;04/06/2024;2365,34
C000307;M000191;15/12/2024;9516,88
C001469;M000146;24/11/2023;6935,71
C001356;M000169;14/05/2023;7744,79
C000609;M000152;07/02/2023;8946,41
C000183;M000187;29/01/2023;2432,42
C000467;M000017;13/04/2024;2222,35
C001712;M000208;05/05/2024;8756,97
C001210;M000328;18/09/2024;8839,68
C000159;M000460;17/04/2024;4829,52
C000344;M000138;19/12/2023;5878,47
C001335;M000327;04/05/2024;2463,0
C001971;M000404;04/09/2023;2419,46
C001825;M000129;24/08/2023;9840,53
C001032;M000424;20/04/2023;9267,16
C000360;M000112;26/02/2024;1614,26
C001665;M000342;27/09/2023;1275,37
C000094;M000111;01/03/2024;3098,83
C000077;M000182;06/04/2024;1384,62
C001989;M000231;25/07/2023;9566,26
C002000;M000121;04/01/2024;7844,22
C000499;M000139;11/04/2023;7152,51
C000073;M000207;23/02/2023;7092,25
C000160;M000128;16/12/2024;4438,8
C000531;M000017;22/04/2023;1991,97
C001533;M000424;01/10/2023;6141,57
C001413;M000129;16/11/2023;9250,01
C001048;M000452;17/09/2024;472,2
C001324;M000438;08/01/2023;9442,41
C000428;M000261;15/01/2024;1219,0
C000608;M000111;08/08/2024;7578,81
C000233;M000299;29/12/2023;6578,35
C000523;M000480;16/10/2024;966,09
C000796;M000361;25/05/2024;6540,9
C000293;M000204;19/02/2024;4744,36
C001930;M000207;11/02/2023;4075,99
C000784;M000380;04/01/2023;7458,07
C001684;M000012;22/03/2024;7611,22
C000060;M000428;25/05/2024;1435,87
C000256;M000072;16/12/2023;3014,87
C001153;M000076;15/03/2023;9674,16
C000695;M000069;05/07/2023;4128,28
C001927;M000468;20/05/2023;1430,66
C001659;M000222;09/10/2024;313,31
C000805;M000088;24/08/2024;3529,31
C001873;M000363;16/07/2023;1787,46
C000262;M000458;24/04/2024;1574,24
C000857;M000138;16/09/2024;2519,05
C000508;M000399;12/07/2024;2119,25
C000326;M000496;14/07/2023;7161,01
C000651;M000073;04/07/2023;568,6
C001417;M000287;25/03/2024;6646,13
C000494;M000001;17/06/2024;3722,19
C000575;M000044;08/06/2023;5620,59
C001046;M000284;29/10/2024;1287,9
C000330;M000146;07/10/2023;2697,26
C000372;M000485;07/08/2023;5477,29
C000582;M000305;15/01/2024;9267,48
C000085;M000068;22/09/2024;7480,01
C000134;M000007;28/01/2023;7240,33
C001235;M000255;11/08/2023;9843,4
C000622;M000425;31/08/2024;2157,46
C001341;M000047;08/11/2023;8980,48
C001914;M000042;13/01/2024;4306,32
C000139;M000483;20/09/2024;5896,54
C001375;M000243;20/11/2024;6899,31
C001816;M000236;01/08/2023;5537,46
C000506;M000028;06/12/2024;3803,1
C000429;M000252;03/06/2024;566,37
C001766;M000004;22/12/2023;894,9
C000503;M000124;01/06/2023;9440,73
C001219;M000372;26/05/2023;9137,34
C001772;M000083;24/12/2024;2835,45
C001026;M000173;14/11/2024;7415,08
C001895;M000010;07/03/2023;5810,01
C001608;M000159;30/12/2023;1277,77
C001354;M000300;22/10/2024;705,58
C001863;M000286;18/01/2023;4246,08
C000252;M000062;05/03/2023;147,12
C001533;M000216;28/12/2023;4474,99
C001088;M000029;11/01/2024;9968,49
C000774;M000151;03/08/2023;750,18
C001323;M000479;13/06/2023;2093,59
C001696;M000155;09/12/2023;7071,96
C001589;M000089;13/09/2024;2215,53
C000330;M000339;22/02/2023;8113,21
C000680;M000284;13/04/2024;1014,32
C001243;M000018;27/11/2023;1607,45
C001827;M000292;28/07/2024;2328,59
C000272;M000039;23/02/2023;8911,41
C000942;M000341;13/08/2023;9121,96
C000712;M000328;10/07/2023;3060,91
C001282;M000224;25/11/2023;4169,56
C000479;M000364;25/08/2023;6831,03
C001356;M000388;24/12/2023;2001,14
C000607;M000201;15/10/2023;3246,44
C001068;M000360;19/04/2024;9871,99
C000443;M000016;21/09/2024;1041,18
C000976;M000054;24/08/2023;3541,92
C001911;M000004;24/11/2023;1941,28
C000362;M000154;30/08/2023;2990,9
C000355;M000338;20/01/2024;1594,7
C001174;M000218;06/05/2023;3790,37
C001352;M000210;15/06/2024;9302,05
C000735;M000283;22/04/2024;6279,15
C001787;M000318;07/12/2023;9089,6
C000201;M000440;03/02/2023;4602,94
C000987;M000282;01/10/2023;450,31
C000040;M000416;10/04/2024;4141,77
C001105;M000021;24/08/2024;6919,78
C001189;M000340;16/09/2024;6241,09
C000986;M000034;08/04/2023;4784,32
C000686;M000118;21/02/2024;5126,55
C000506;M000248;01/10/2024;9902,9
C001123;M000378;18/05/2024;9679,47
C001673;M000047;08/08/2024;6518,24
